code,sgg,dong,x,y
44250315,충청남도 계룡시,엄사면,127.219,36.276
47170122,경상북도 안동시,태화동,128.71,36.561
41463107,경기도 용인시 기흥구,공세동,127.112,37.238
42750250,강원도 영월군,영월읍,128.505,37.201
42110390,강원도 춘천시,동내면,127.781,37.837
11140165,서울특별시 중구,황학동,127.021,37.569
11440110,서울특별시 마포구,노고산동,126.938,37.554
27710360,대구광역시 달성군,현풍면,128.417,35.688
41220111,경기도 평택시,독곡동,127.07,37.087
41131102,경기도 성남시 수정구,태평동,127.131,37.447
43111350,충청북도 청주시 상당구,문의면,127.52,36.48
28200101,인천광역시 남동구,구월동,126.711,37.448
48123125,경상남도 창원시 성산구,중앙동,128.665,35.226
45180103,전라북도 정읍시,상동,126.871,35.561
44800310,충청남도 홍성군,홍북면,126.665,36.641
44710250,충청남도 금산군,금산읍,127.471,36.096
48125340,경상남도 창원시 마산합포구,진전면,128.383,35.131
42130105,강원도 원주시,개운동,127.955,37.338
28260108,인천광역시 서구,가정동,126.675,37.526
46170134,전라남도 나주시,빛가람동,126.79,35.021
47150104,경상북도 김천시,성내동,128.12,36.124
47820360,경상북도 청도군,금천면,128.904,35.699
47770250,경상북도 영덕군,영덕읍,129.391,36.433
46810250,전라남도 강진군,강진읍,126.741,34.628
30110111,대전광역시 동구,자양동,127.45,36.338
42230106,강원도 삼척시,교동,129.172,37.454
45111137,전라북도 전주시 완산구,삼천동1가,127.121,35.796
48730253,경상남도 함안군,칠원읍,128.518,35.297
48720250,경상남도 의령군,의령읍,128.256,35.307
43740250,충청북도 영동군,영동읍,127.809,36.168
47730380,경상북도 의성군,봉양면,128.611,36.306
30170103,대전광역시 서구,도마동,127.372,36.32
44825330,충청남도 태안군,근흥면,126.241,36.722
42110112,강원도 춘천시,효자동,127.736,37.87
42210108,강원도 속초시,조양동,128.583,38.184
50110250,제주특별자치도 제주시,한림읍,126.271,33.384
47111330,경상북도 포항시 남구,장기면,129.475,35.907
42820320,강원도 고성군,죽왕면,128.502,38.335
26260106,부산광역시 동래구,수안동,129.084,35.199
31710330,울산광역시 울주군,청량면,129.268,35.494
27710253,대구광역시 달성군,논공읍,128.428,35.756
26260109,부산광역시 동래구,사직동,129.062,35.2
47290117,경상북도 경산시,중방동,128.737,35.828
11290120,서울특별시 성북구,동선동5가,127.017,37.596
11215107,서울특별시 광진구,화양동,127.073,37.544
47190117,경상북도 구미시,임은동,128.365,36.087
44200113,충청남도 아산시,모종동,127.021,36.784
45113114,전라북도 전주시 덕진구,우아동2가,127.171,35.833
26440103,부산광역시 강서구,강동동,128.912,35.18
47210104,경상북도 영주시,휴천동,128.645,36.812
41480320,경기도 파주시,탄현면,126.696,37.798
27230123,대구광역시 북구,구암동,128.572,35.932
31110109,울산광역시 중구,성안동,129.31,35.58
11320108,서울특별시 도봉구,도봉동,127.03,37.685
46820250,전라남도 해남군,해남읍,126.577,34.559
50130101,제주특별자치도 서귀포시,서귀동,126.566,33.243
47130126,경상북도 경주시,동천동,129.237,35.851
26320102,부산광역시 북구,화명동,129.024,35.239
11170116,서울특별시 용산구,청암동,126.946,37.534
31170103,울산광역시 동구,일산동,129.429,35.496
41630116,경기도 양주시,덕계동,127.044,37.819
11140118,서울특별시 중구,남대문로5가,126.975,37.556
46840250,전라남도 무안군,무안읍,126.473,34.999
50110119,제주특별자치도 제주시,오라일동,126.517,33.495
44230105,충청남도 논산시,취암동,127.094,36.199
48125119,경상남도 창원시 마산합포구,상남동,128.575,35.213
48310114,경상남도 거제시,수월동,128.664,34.888
43750310,충청북도 진천군,덕산면,127.513,36.901
28260110,인천광역시 서구,석남동,126.665,37.506
11650109,서울특별시 서초구,내곡동,127.077,37.458
44270101,충청남도 당진시,읍내동,126.635,36.895
48123128,경상남도 창원시 성산구,성주동,128.708,35.194
43113138,충청북도 청주시 흥덕구,비하동,127.417,36.635
41310104,경기도 구리시,교문동,127.125,37.591
27290101,대구광역시 달서구,성당동,128.554,35.845
44790250,충청남도 청양군,청양읍,126.784,36.45
11440123,서울특별시 마포구,망원동,126.901,37.556
11590106,서울특별시 동작구,동작동,126.975,37.5
41461102,경기도 용인시 처인구,역북동,127.19,37.24
31170102,울산광역시 동구,화정동,129.415,35.503
43770253,충청북도 음성군,금왕읍,127.58,36.995
42810250,강원도 인제군,인제읍,128.262,38.085
11440115,서울특별시 마포구,상수동,126.924,37.547
27140123,대구광역시 동구,각산동,128.717,35.885
26440104,부산광역시 강서구,명지동,128.915,35.107
28170101,인천광역시 남구,숭의동,126.651,37.464
41450106,경기도 하남시,신장동,127.218,37.545
11170112,서울특별시 용산구,원효로1가,126.967,37.54
44200114,충청남도 아산시,권곡동,127.014,36.791
11200109,서울특별시 성동구,금호동1가,127.027,37.553
11140121,서울특별시 중구,회현동1가,126.981,37.557
41131104,경기도 성남시 수정구,단대동,127.158,37.455
41133104,경기도 성남시 중원구,은행동,127.177,37.463
28260120,인천광역시 서구,왕길동,126.65,37.592
27110157,대구광역시 중구,대봉동,128.602,35.859
30110120,대전광역시 동구,중동,127.43,36.331
26140103,부산광역시 서구,동대신동3가,129.023,35.125
26530106,부산광역시 사상구,주례동,129.005,35.154
45111132,전라북도 전주시 완산구,평화동1가,127.139,35.795
48870250,경상남도 함양군,함양읍,127.703,35.499
30230108,대전광역시 대덕구,법동,127.435,36.374
45111129,전라북도 전주시 완산구,서신동,127.115,35.833
50130253,제주특별자치도 서귀포시,남원읍,126.676,33.323
26230108,부산광역시 부산진구,부암동,129.04,35.171
11290134,서울특별시 성북구,길음동,127.023,37.608
44825253,충청남도 태안군,안면읍,126.359,36.526
11140174,서울특별시 중구,만리동2가,126.964,37.554
41450116,경기도 하남시,학암동,127.161,37.48
11110169,서울특별시 종로구,혜화동,127.002,37.588
41171102,경기도 안양시 만안구,석수동,126.922,37.427
11410110,서울특별시 서대문구,북아현동,126.954,37.564
41410103,경기도 군포시,부곡동,126.937,37.329
26140105,부산광역시 서구,서대신동2가,129.01,35.11
11290139,서울특별시 성북구,석관동,127.061,37.608
41650104,경기도 포천시,선단동,127.158,37.863
41310107,경기도 구리시,토평동,127.154,37.581
44210102,충청남도 서산시,동문동,126.46,36.788
27170102,대구광역시 서구,비산동,128.565,35.882
48121123,경상남도 창원시 의창구,대원동,128.647,35.226
27290111,대구광역시 달서구,용산동,128.524,35.86
41461330,경기도 용인시 처인구,이동면,127.233,37.157
41117107,경기도 수원시 영통구,망포동,127.052,37.24
44200250,충청남도 아산시,염치읍,126.989,36.822
31170101,울산광역시 동구,방어동,129.406,35.499
11110176,서울특별시 종로구,교남동,126.965,37.568
41220253,경기도 평택시,안중읍,126.928,36.989
11680111,서울특별시 강남구,세곡동,127.107,37.464
50110120,제주특별자치도 제주시,오라이동,126.518,33.431
11110126,서울특별시 종로구,종로1가,126.978,37.571
41133101,경기도 성남시 중원구,성남동,127.131,37.431
11545101,서울특별시 금천구,가산동,126.886,37.475
48129141,경상남도 창원시 진해구,이동,128.695,35.152
11290136,서울특별시 성북구,하월곡동,127.039,37.604
28245102,인천광역시 계양구,계산동,126.721,37.543
11140151,서울특별시 중구,을지로5가,127.002,37.567
41830360,경기도 양평군,단월면,127.66,37.57
30200121,대전광역시 유성구,죽동,127.335,36.376
43114103,충청북도 청주시 청원구,율량동,127.515,36.662
27260103,대구광역시 수성구,수성동1가,128.611,35.855
41590118,경기도 화성시,능동,127.055,37.208
30230109,대전광역시 대덕구,중리동,127.428,36.362
41820310,경기도 가평군,설악면,127.486,37.65
41133103,경기도 성남시 중원구,금광동,127.168,37.448
41287105,경기도 고양시 일산서구,덕이동,126.745,37.694
46720250,전라남도 곡성군,곡성읍,127.269,35.276
27170105,대구광역시 서구,중리동,128.539,35.863
11560101,서울특별시 영등포구,영등포동,126.906,37.513
41360111,경기도 남양주시,별내동,127.119,37.669
50130102,제주특별자치도 서귀포시,법환동,126.512,33.244
41220106,경기도 평택시,도일동,127.11,37.051
47290107,경상북도 경산시,옥곡동,128.727,35.808
27230112,대구광역시 북구,복현동,128.622,35.898
11260102,서울특별시 중랑구,상봉동,127.091,37.6
48890250,경상남도 합천군,합천읍,128.125,35.608
41360253,경기도 남양주시,진접읍,127.194,37.717
41463115,경기도 용인시 기흥구,동백동,127.161,37.287
48250250,경상남도 김해시,진영읍,128.741,35.288
41610112,경기도 광주시,역동,127.251,37.4
30170114,대전광역시 서구,가수원동,127.354,36.303
41480122,경기도 파주시,와동동,126.76,37.73
28170103,인천광역시 남구,학익동,126.654,37.44
41463113,경기도 용인시 기흥구,마북동,127.136,37.307
42190101,강원도 태백시,황지동,128.933,37.176
48250106,경상남도 김해시,구산동,128.875,35.25
47850360,경상북도 칠곡군,약목면,128.355,36.026
27290117,대구광역시 달서구,진천동,128.527,35.814
27230115,대구광역시 북구,서변동,128.592,35.926
28185103,인천광역시 연수구,연수동,126.686,37.419
29140131,광주광역시 서구,마륵동,126.842,35.143
44131115,충청남도 천안시 동남구,용곡동,127.139,36.789
47113117,경상북도 포항시 북구,용흥동,129.351,36.039
29110102,광주광역시 동구,금남로5가,126.912,35.153
47130259,경상북도 경주시,외동읍,129.317,35.712
26530102,부산광역시 사상구,모라동,129.001,35.185
50110112,제주특별자치도 제주시,화북이동,126.567,33.501
42830320,강원도 양양군,손양면,128.654,38.053
41271107,경기도 안산시 상록구,부곡동,126.866,37.332
11530111,서울특별시 구로구,천왕동,126.839,37.48
41190103,경기도 부천시,춘의동,126.802,37.502
26380101,부산광역시 사하구,괴정동,128.997,35.106
41610106,경기도 광주시,목현동,127.216,37.433
48170122,경상남도 진주시,초전동,128.117,35.206
41390130,경기도 시흥시,장곡동,126.782,37.383
30140103,대전광역시 중구,목동,127.41,36.333
47190104,경상북도 구미시,봉곡동,128.31,36.153
11440107,서울특별시 마포구,마포동,126.944,37.537
28170105,인천광역시 남구,도화동,126.663,37.47
11710114,서울특별시 송파구,마천동,127.154,37.497
41370108,경기도 오산시,수청동,127.065,37.168
11170119,서울특별시 용산구,효창동,126.96,37.544
47750250,경상북도 청송군,청송읍,129.102,36.42
28200111,인천광역시 남동구,고잔동,126.695,37.396
46830253,전라남도 영암군,삼호읍,126.491,34.741
27110156,대구광역시 중구,남산동,128.585,35.861
41360262,경기도 남양주시,오남읍,127.23,37.694
29155114,광주광역시 남구,방림동,126.92,35.131
28170108,인천광역시 남구,관교동,126.697,37.443
41360250,경기도 남양주시,와부읍,127.236,37.587
48127107,경상남도 창원시 마산회원구,회성동,128.561,35.238
31200120,울산광역시 북구,명촌동,129.363,35.548
11380104,서울특별시 은평구,갈현동,126.913,37.621
11560127,서울특별시 영등포구,양평동3가,126.892,37.53
46880250,전라남도 장성군,장성읍,126.816,35.329
30200117,대전광역시 유성구,장대동,127.331,36.362
41390106,경기도 시흥시,은행동,126.8,37.433
26710310,부산광역시 기장군,일광면,129.224,35.282
41220250,경기도 평택시,팽성읍,127.041,36.962
11140171,서울특별시 중구,중림동,126.966,37.559
50130320,제주특별자치도 서귀포시,표선면,126.759,33.374
29170127,광주광역시 북구,일곡동,126.895,35.209
28710250,인천광역시 강화군,강화읍,126.498,37.76
26290109,부산광역시 남구,문현동,129.072,35.139
41281116,경기도 고양시 덕양구,고양동,126.899,37.709
47111253,경상북도 포항시 남구,연일읍,129.308,36.01
41113131,경기도 수원시 권선구,서둔동,126.988,37.271
43720250,충청북도 보은군,보은읍,127.715,36.492
48250118,경상남도 김해시,어방동,128.903,35.238
26260104,부산광역시 동래구,낙민동,129.092,35.197
29140115,광주광역시 서구,광천동,126.882,35.165
28237107,인천광역시 부평구,부개동,126.738,37.492
26230104,부산광역시 부산진구,범천동,129.052,35.149
41370101,경기도 오산시,오산동,127.066,37.149
41210104,경기도 광명시,소하동,126.883,37.44
45720250,전라북도 진안군,진안읍,127.438,35.778
41590256,경기도 화성시,우정읍,126.785,37.077
41430101,경기도 의왕시,고천동,126.969,37.345
43114102,충청북도 청주시 청원구,내덕동,127.487,36.659
41480250,경기도 파주시,문산읍,126.778,37.873
41113132,경기도 수원시 권선구,구운동,126.97,37.281
30230107,대전광역시 대덕구,송촌동,127.443,36.363
41210106,경기도 광명시,일직동,126.882,37.421
50110107,제주특별자치도 제주시,건입동,126.541,33.518
48127250,경상남도 창원시 마산회원구,내서읍,128.503,35.227
43114104,충청북도 청주시 청원구,사천동,127.47,36.669
46780253,전라남도 보성군,벌교읍,127.302,34.846
27260118,대구광역시 수성구,신매동,128.711,35.836
36110340,세종특별자치시,금남면,127.314,36.463
27110108,대구광역시 중구,봉산동,128.597,35.863
11110170,서울특별시 종로구,명륜1가,126.998,37.589
43113310,충청북도 청주시 흥덕구,강내면,127.357,36.604
41133132,경기도 성남시 중원구,중앙동,127.151,37.44
44150110,충청남도 공주시,금학동,127.123,36.43
48840390,경상남도 남해군,창선면,127.99,34.875
11560118,서울특별시 영등포구,도림동,126.899,37.508
43745250,충청북도 증평군,증평읍,127.604,36.765
47190113,경상북도 구미시,공단동,128.38,36.099
30200125,대전광역시 유성구,신성동,127.35,36.384
36110104,세종특별자치시,대평동,127.275,36.47
29110121,광주광역시 동구,운림동,126.967,35.128
11290101,서울특별시 성북구,성북동,126.993,37.596
48860250,경상남도 산청군,산청읍,127.909,35.411
43112109,충청북도 청주시 서원구,개신동,127.457,36.624
48740253,경상남도 창녕군,남지읍,128.414,35.433
41390120,경기도 시흥시,하상동,126.814,37.395
42770250,강원도 정선군,정선읍,128.654,37.37
47290110,경상북도 경산시,중산동,128.721,35.831
42800250,강원도 양구군,양구읍,127.949,38.107
11140112,서울특별시 중구,남창동,126.977,37.558
45800250,전라북도 부안군,부안읍,126.75,35.709
27140117,대구광역시 동구,신기동,128.705,35.867
48220340,경상남도 통영시,광도면,128.409,34.92
47170126,경상북도 안동시,금곡동,128.721,36.57
42820253,강원도 고성군,거진읍,128.404,38.432
29110111,광주광역시 동구,지산동,126.943,35.149
47150107,경상북도 김천시,황금동,128.121,36.113
26110117,부산광역시 중구,대청동2가,129.031,35.103
41800253,경기도 연천군,전곡읍,127.031,37.996
47230103,경상북도 영천시,야사동,128.945,35.983
11380105,서울특별시 은평구,구산동,126.908,37.612
30230125,대전광역시 대덕구,미호동,127.471,36.462
45140115,전라북도 익산시,모현동2가,126.942,35.958
46840340,전라남도 무안군,현경면,126.438,35.039
41190101,경기도 부천시,원미동,126.792,37.494
41150105,경기도 의정부시,용현동,127.081,37.731
48310110,경상남도 거제시,상동동,128.627,34.866
29170110,광주광역시 북구,우산동,126.922,35.174
11170121,서울특별시 용산구,용문동,126.96,37.538
43800250,충청북도 단양군,단양읍,128.39,36.966
41610253,경기도 광주시,초월읍,127.315,37.395
46150380,전라남도 순천시,낙안면,127.355,34.924
48125310,경상남도 창원시 마산합포구,구산면,128.582,35.096
46860330,전라남도 함평군,학교면,126.56,35.019
41360340,경기도 남양주시,수동면,127.302,37.723
41461320,경기도 용인시 처인구,남사면,127.154,37.135
46710250,전라남도 담양군,담양읍,126.98,35.32
28710340,인천광역시 강화군,화도면,126.421,37.62
43130127,충청북도 충주시,문화동,127.922,36.969
44131108,충청남도 천안시 동남구,구성동,127.171,36.797
50130109,제주특별자치도 서귀포시,신효동,126.609,33.266
46150119,전라남도 순천시,장천동,127.49,34.949
41630115,경기도 양주시,고암동,127.068,37.825
47210103,경상북도 영주시,하망동,128.631,36.83
48250109,경상남도 김해시,외동,128.86,35.234
42110310,강원도 춘천시,동면,127.84,37.887
42190102,강원도 태백시,장성동,129.016,37.103
46790250,전라남도 화순군,화순읍,126.951,35.065
47150110,경상북도 김천시,삼락동,128.079,36.142
29200115,광주광역시 광산구,월계동,126.836,35.213
41220117,경기도 평택시,합정동,127.103,36.985
44200111,충청남도 아산시,풍기동,127.023,36.772
45180104,전라북도 정읍시,시기동,126.85,35.558
47111102,경상북도 포항시 남구,대도동,129.363,36.016
47170112,경상북도 안동시,동부동,128.734,36.565
42170113,강원도 동해시,구미동,129.131,37.484
27290122,대구광역시 달서구,송현동,128.552,35.827
26110101,부산광역시 중구,영주동,129.033,35.112
43130116,충청북도 충주시,칠금동,127.909,36.984
11170101,서울특별시 용산구,후암동,126.982,37.55
48740250,경상남도 창녕군,창녕읍,128.527,35.526
46780250,전라남도 보성군,보성읍,127.065,34.753
41370107,경기도 오산시,금암동,127.045,37.173
27110154,대구광역시 중구,대신동,128.58,35.868
43150113,충청북도 제천시,청전동,128.208,37.15
44270104,충청남도 당진시,원당동,126.65,36.909
44810360,충청남도 예산군,덕산면,126.629,36.673
29110110,광주광역시 동구,산수동,126.935,35.157
26500104,부산광역시 수영구,광안동,129.108,35.16
41271102,경기도 안산시 상록구,이동,126.854,37.31
42730250,강원도 횡성군,횡성읍,127.993,37.498
41550114,경기도 안성시,금산동,127.269,37.013
26170101,부산광역시 동구,초량동,129.037,35.12
47190110,경상북도 구미시,송정동,128.349,36.119
44810250,충청남도 예산군,예산읍,126.859,36.707
41830250,경기도 양평군,양평읍,127.519,37.491
30140104,대전광역시 중구,중촌동,127.409,36.342
50110310,제주특별자치도 제주시,한경면,126.229,33.324
41131111,경기도 성남시 수정구,심곡동,127.1,37.447
42130111,강원도 원주시,우산동,127.934,37.375
45113122,전라북도 전주시 덕진구,송천동2가,127.122,35.871
26140123,부산광역시 서구,남부민동,129.021,35.087
46150310,전라남도 순천시,해룡면,127.556,34.903
47840350,경상북도 성주군,금수면,128.131,35.919
26710253,부산광역시 기장군,장안읍,129.243,35.348
46130131,전라남도 여수시,소호동,127.642,34.737
48740310,경상남도 창녕군,고암면,128.531,35.573
45180320,전라북도 정읍시,입암면,126.8,35.506
47920320,경상북도 봉화군,봉성면,128.81,36.912
48220110,경상남도 통영시,북신동,128.424,34.854
36110101,세종특별자치시,반곡동,127.31,36.491
45790430,전라북도 고창군,부안면,126.639,35.523
48840250,경상남도 남해군,남해읍,127.899,34.827
11560112,서울특별시 영등포구,당산동2가,126.894,37.522
41111132,경기도 수원시 장안구,율전동,126.968,37.303
47113116,경상북도 포항시 북구,죽도동,129.358,36.025
48730350,경상남도 함안군,칠서면,128.484,35.352
46110159,전라남도 목포시,용해동,126.406,34.807
48270370,경상남도 밀양시,초동면,128.681,35.425
29110118,광주광역시 동구,서석동,126.931,35.142
48121128,경상남도 창원시 의창구,용호동,128.686,35.234
46880310,전라남도 장성군,진원면,126.835,35.268
42830250,강원도 양양군,양양읍,128.609,38.082
11200106,서울특별시 성동구,사근동,127.048,37.559
30140115,대전광역시 중구,유천동,127.398,36.318
46710370,전라남도 담양군,금성면,127.039,35.343
47720330,경상북도 군위군,부계면,128.662,36.066
43740310,충청북도 영동군,용산면,127.803,36.26
47230340,경상북도 영천시,화북면,128.949,36.127
41190120,경기도 부천시,원종동,126.805,37.526
45730250,전라북도 무주군,무주읍,127.662,36.012
45111141,전라북도 전주시 완산구,효자동2가,127.098,35.807
46150113,전라남도 순천시,덕암동,127.507,34.946
46130117,전라남도 여수시,국동,127.713,34.732
42230118,강원도 삼척시,원당동,129.15,37.443
47760250,경상북도 영양군,영양읍,129.159,36.637
11230102,서울특별시 동대문구,용두동,127.036,37.576
30110118,대전광역시 동구,삼성동,127.425,36.339
47930253,경상북도 울진군,평해읍,129.447,36.727
48270253,경상남도 밀양시,하남읍,128.733,35.386
45750250,전라북도 임실군,임실읍,127.267,35.589
44200380,충청남도 아산시,인주면,126.882,36.863
48240330,경상남도 사천시,용현면,128.074,35.022
26380104,부산광역시 사하구,신평동,128.969,35.09
45210101,전라북도 김제시,요촌동,126.889,35.804
11140148,서울특별시 중구,을지로6가,127.007,37.567
45190450,전라북도 남원시,아영면,127.608,35.508
42790320,강원도 화천군,하남면,127.667,38.079
46870256,전라남도 영광군,홍농읍,126.45,35.399
46230360,전라남도 광양시,다압면,127.676,35.116
46770310,전라남도 고흥군,풍양면,127.241,34.556
11290114,서울특별시 성북구,삼선동4가,127.013,37.59
27290113,대구광역시 달서구,감삼동,128.542,35.85
47113310,경상북도 포항시 북구,신광면,129.258,36.147
46130320,전라남도 여수시,율촌면,127.577,34.85
50130119,제주특별자치도 서귀포시,색달동,126.415,33.3
47170320,경상북도 안동시,북후면,128.703,36.664
45730310,전라북도 무주군,무풍면,127.847,35.925
44250330,충청남도 계룡시,신도안면,127.232,36.321
11140161,서울특별시 중구,저동2가,126.99,37.564
41500109,경기도 이천시,증포동,127.455,37.294
11140110,서울특별시 중구,수표동,126.989,37.567
11110185,서울특별시 종로구,홍지동,126.956,37.601
48330108,경상남도 양산시,산막동,129.056,35.373
11110128,서울특별시 종로구,관훈동,126.985,37.574
47190121,경상북도 구미시,황상동,128.44,36.115
26500102,부산광역시 수영구,수영동,129.118,35.17
30110108,대전광역시 동구,삼정동,127.474,36.322
26260103,부산광역시 동래구,칠산동,129.093,35.205
41150101,경기도 의정부시,의정부동,127.047,37.739
47290360,경상북도 경산시,압량면,128.773,35.842
26110124,부산광역시 중구,부평동2가,129.026,35.1
26410110,부산광역시 금정구,서동,129.103,35.22
28140104,인천광역시 동구,화평동,126.631,37.479
44180110,충청남도 보령시,신흑동,126.522,36.314
41463108,경기도 용인시 기흥구,고매동,127.114,37.226
44133102,충청남도 천안시 서북구,성정동,127.14,36.819
47190253,경상북도 구미시,고아읍,128.324,36.183
48310370,경상남도 거제시,연초면,128.665,34.936
48125104,경상남도 창원시 마산합포구,남성동,128.577,35.203
47900410,경상북도 예천군,풍양면,128.304,36.51
30170101,대전광역시 서구,복수동,127.377,36.302
26410112,부산광역시 금정구,회동동,129.128,35.239
36110330,세종특별자치시,부강면,127.383,36.529
26530103,부산광역시 사상구,덕포동,128.989,35.174
29200116,광주광역시 광산구,쌍암동,126.853,35.217
48330107,경상남도 양산시,북정동,129.049,35.362
27110111,대구광역시 중구,수동,128.589,35.87
43770250,충청북도 음성군,음성읍,127.661,36.943
30230110,대전광역시 대덕구,비래동,127.455,36.365
28110138,인천광역시 중구,북성동1가,126.602,37.472
28170109,인천광역시 남구,문학동,126.686,37.437
48330116,경상남도 양산시,주남동,129.151,35.429
48129157,경상남도 창원시 진해구,남양동,128.774,35.112
31200106,울산광역시 북구,중산동,129.351,35.662
43111119,충청북도 청주시 상당구,영운동,127.5,36.619
29200127,광주광역시 광산구,산정동,126.795,35.173
11110149,서울특별시 종로구,원서동,126.988,37.584
41287108,경기도 고양시 일산서구,법곳동,126.711,37.665
11110121,서울특별시 종로구,신문로2가,126.969,37.571
11170117,서울특별시 용산구,원효로3가,126.958,37.534
48250121,경상남도 김해시,지내동,128.923,35.232
11260105,서울특별시 중랑구,망우동,127.107,37.6
50110108,제주특별자치도 제주시,용담일동,126.514,33.509
11140124,서울특별시 중구,충무로1가,126.983,37.561
27260108,대구광역시 수성구,중동,128.612,35.845
41131115,경기도 성남시 수정구,시흥동,127.1,37.419
28110118,인천광역시 중구,항동7가,126.619,37.451
11110106,서울특별시 종로구,통의동,126.973,37.578
43114101,충청북도 청주시 청원구,우암동,127.492,36.651
41271101,경기도 안산시 상록구,일동,126.871,37.312
47190115,경상북도 구미시,사곡동,128.353,36.1
45180350,전라북도 정읍시,영원면,126.771,35.653
11440116,서울특별시 마포구,하중동,126.928,37.544
44230360,충청남도 논산시,연산면,127.193,36.228
44230108,충청남도 논산시,덕지동,127.104,36.212
11140122,서울특별시 중구,회현동2가,126.983,37.559
26110132,부산광역시 중구,창선동2가,129.029,35.1
44200410,충청남도 아산시,신창면,126.944,36.783
48330102,경상남도 양산시,남부동,129.03,35.334
41131107,경기도 성남시 수정구,복정동,127.132,37.459
41500101,경기도 이천시,창전동,127.447,37.283
48121105,경상남도 창원시 의창구,도계동,128.639,35.258
11170113,서울특별시 용산구,원효로2가,126.964,37.536
48720350,경상남도 의령군,용덕면,128.282,35.359
46170120,전라남도 나주시,남외동,126.722,35.026
36110103,세종특별자치시,보람동,127.291,36.478
28110143,인천광역시 중구,송월동2가,126.619,37.479
43112111,충청북도 청주시 서원구,장성동,127.48,36.594
26260107,부산광역시 동래구,명륜동,129.085,35.21
11530112,서울특별시 구로구,항동,126.826,37.481
26380107,부산광역시 사하구,구평동,128.989,35.07
11170105,서울특별시 용산구,남영동,126.973,37.543
45180101,전라북도 정읍시,수성동,126.857,35.577
41570340,경기도 김포시,대곶면,126.571,37.643
11110180,서울특별시 종로구,교북동,126.962,37.571
11110104,서울특별시 종로구,효자동,126.972,37.583
11110186,서울특별시 종로구,신영동,126.962,37.603
11110187,서울특별시 종로구,무악동,126.959,37.577
44131107,충청남도 천안시 동남구,원성동,127.161,36.808
28245101,인천광역시 계양구,효성동,126.7,37.533
48330103,경상남도 양산시,중부동,129.03,35.338
47130125,경상북도 경주시,용강동,129.234,35.873
11170104,서울특별시 용산구,갈월동,126.972,37.545
11110113,서울특별시 종로구,필운동,126.969,37.577
26110105,부산광역시 중구,중앙동2가,129.036,35.102
28110139,인천광역시 중구,북성동2가,126.618,37.477
27710310,대구광역시 달성군,가창면,128.617,35.755
11410105,서울특별시 서대문구,냉천동,126.963,37.568
46130107,전라남도 여수시,중앙동,127.736,34.739
11440121,서울특별시 마포구,동교동,126.924,37.558
47750370,경상북도 청송군,진보면,129.055,36.522
11200110,서울특별시 성동구,금호동2가,127.02,37.553
50110103,제주특별자치도 제주시,이도일동,126.528,33.505
41461340,경기도 용인시 처인구,원삼면,127.31,37.161
11170118,서울특별시 용산구,원효로4가,126.95,37.533
41360360,경기도 남양주시,조안면,127.295,37.56
11140116,서울특별시 중구,남대문로3가,126.98,37.562
47111115,경상북도 포항시 남구,지곡동,129.321,36.024
26320101,부산광역시 북구,금곡동,129.022,35.258
11290113,서울특별시 성북구,삼선동3가,127.013,37.587
11410109,서울특별시 서대문구,현저동,126.954,37.574
11140163,서울특별시 중구,흥인동,127.017,37.568
50130259,제주특별자치도 서귀포시,성산읍,126.862,33.41
48310106,경상남도 거제시,옥포동,128.692,34.895
42150116,강원도 강릉시,내곡동,128.881,37.738
27260105,대구광역시 수성구,수성동3가,128.619,35.855
50110113,제주특별자치도 제주시,삼양일동,126.594,33.523
41131103,경기도 성남시 수정구,수진동,127.13,37.437
11110184,서울특별시 종로구,부암동,126.963,37.593
42760350,강원도 평창군,용평면,128.461,37.627
11110102,서울특별시 종로구,신교동,126.968,37.584
41113133,경기도 수원시 권선구,탑동,126.975,37.266
11215109,서울특별시 광진구,군자동,127.074,37.553
28110146,인천광역시 중구,운남동,126.533,37.486
45180105,전라북도 정읍시,연지동,126.843,35.572
11140154,서울특별시 중구,오장동,127.001,37.564
41500253,경기도 이천시,부발읍,127.497,37.27
11290108,서울특별시 성북구,동소문동5가,127.015,37.592
41133106,경기도 성남시 중원구,여수동,127.131,37.422
41135117,경기도 성남시 분당구,석운동,127.04,37.378
47113102,경상북도 포항시 북구,신흥동,129.363,36.04
44270109,충청남도 당진시,용연동,126.631,36.86
41220101,경기도 평택시,서정동,127.055,37.065
45113130,전라북도 전주시 덕진구,여의동,127.073,35.859
41480117,경기도 파주시,목동동,126.738,37.727
46810330,전라남도 강진군,대구면,126.814,34.507
41430108,경기도 의왕시,청계동,127.018,37.4
45140250,전라북도 익산시,함열읍,126.967,36.061
41281111,경기도 고양시 덕양구,삼송동,126.887,37.65
46720310,전라남도 곡성군,오곡면,127.318,35.236
30200115,대전광역시 유성구,상대동,127.334,36.341
27110104,대구광역시 중구,동인동4가,128.61,35.868
46830380,전라남도 영암군,학산면,126.632,34.738
48125125,경상남도 창원시 마산합포구,신포동1가,128.573,35.197
30110110,대전광역시 동구,대동,127.445,36.329
45790310,전라북도 고창군,고수면,126.693,35.389
41273103,경기도 안산시 단원구,신길동,126.769,37.331
11740110,서울특별시 강동구,강일동,127.173,37.567
43750370,충청북도 진천군,광혜원면,127.423,36.976
48270390,경상남도 밀양시,청도면,128.632,35.557
41610104,경기도 광주시,회덕동,127.244,37.44
