code,p17the,p17hong,p17kuk,p17yoo,p17jung,p17valid,r17the,r17hong,r17kuk,r17yoo,r17jung,win17r,winner17,wingap17,sec17r,sec17,third17r,third17,forth17r,forth17,last17r,last17,r17han,p16the,p16han,p16kuk,p16jung,p16valid,r16the,r16han,r16kuk,r16jung,d_the,d_han,d_kuk,d_jung
34330,11157,13007,9952,1482,1884,37899,0.294387715,0.343201668,0.262592681,0.039103934,0.049711074,0.343201668,2,0.048813953,0.294387715,1,0.262592681,3,0.049711074,5,0.039103934,4,0.382305602,7188,14376,5663,1014,32492,0.25172306,0.503446121,0.198317709,0.035510181,0.042664654,-0.121140519,0.064274972,0.014200893
34340,10676,9345,7991,1262,1307,30848,0.346084025,0.302936981,0.259044346,0.04091027,0.042369035,0.346084025,1,0.043147044,0.302936981,2,0.259044346,3,0.042369035,5,0.04091027,4,0.343847251,7499,10840,4401,872,28240,0.314843875,0.45511503,0.184775023,0.036610729,0.031240149,-0.111267779,0.074269324,0.005758306
34350,4998,6635,4583,632,849,17878,0.279561472,0.371126524,0.256348585,0.03535071,0.047488533,0.371126524,2,0.091565052,0.279561472,1,0.256348585,3,0.047488533,5,0.03535071,4,0.406477235,3349,7529,2491,413,15811,0.240537958,0.540761507,0.178913124,0.029663236,0.039023514,-0.134284272,0.07743546,0.017825298
34360,17784,15633,12832,2581,3152,52321,0.33990176,0.298790161,0.245255251,0.049330097,0.060243497,0.33990176,1,0.0411116,0.298790161,2,0.245255251,3,0.060243497,5,0.049330097,4,0.348120258,7492,16998,8370,1792,41651,0.214806002,0.487356169,0.239979476,0.051379118,0.125095758,-0.139235912,0.005275775,0.008864378
34370,11325,17775,10080,1819,2147,43453,0.260626424,0.409062665,0.231974777,0.041861321,0.049409707,0.409062665,2,0.148436241,0.260626424,1,0.231974777,3,0.049409707,5,0.041861321,4,0.450923987,6308,17822,6319,1205,37557,0.19787178,0.559047378,0.198216832,0.037798905,0.062754644,-0.108123391,0.033757945,0.011610802
34380,10699,11778,7893,1248,1643,33486,0.319506659,0.351729081,0.235710446,0.037269307,0.049065281,0.351729081,2,0.032222421,0.319506659,1,0.235710446,3,0.049065281,5,0.037269307,4,0.388998387,5308,13183,4955,1014,29527,0.215549237,0.535340165,0.201214482,0.041176889,0.103957422,-0.146341778,0.034495964,0.007888392
35011,136486,6119,44858,5660,10501,204343,0.667925987,0.02994475,0.219523057,0.027698526,0.051389086,0.667925987,1,0.44840293,0.219523057,3,0.051389086,5,0.02994475,2,0.027698526,4,0.057643276,53504,14974,68487,14689,166666,0.35156172,0.098390498,0.450011355,0.096517833,0.316364267,-0.040747222,-0.230488298,-0.045128747
35012,108420,4487,35513,4272,8973,162173,0.668545319,0.027667984,0.218982198,0.026342239,0.055329802,0.668545319,1,0.449563121,0.218982198,3,0.055329802,5,0.027667984,2,0.026342239,4,0.054010224,42110,8121,56760,12645,132594,0.350881777,0.067668271,0.472952972,0.105364523,0.317663542,-0.013658048,-0.253970774,-0.050034721
35020,98542,5672,38883,3829,7123,154633,0.637263715,0.036680398,0.251453441,0.024761855,0.046063906,0.637263715,1,0.385810273,0.251453441,3,0.046063906,5,0.036680398,2,0.024761855,4,0.061442254,37638,9451,51294,10240,121333,0.345192576,0.086678756,0.470437005,0.093914979,0.292071139,-0.025236503,-0.218983563,-0.047851073
35030,110287,5754,41617,4301,8119,170850,0.645519462,0.033678665,0.243587943,0.025174129,0.047521217,0.645519462,1,0.401931519,0.243587943,3,0.047521217,5,0.033678665,2,0.025174129,4,0.058852795,40451,10829,55433,11110,133315,0.341768744,0.091493751,0.468351013,0.093867908,0.303750717,-0.032640956,-0.22476307,-0.046346691
35040,40404,1895,18349,1107,2526,64768,0.623826581,0.029258276,0.283303483,0.017091774,0.039000741,0.623826581,1,0.340523098,0.283303483,3,0.039000741,5,0.029258276,2,0.017091774,4,0.046350049,15758,2670,25686,2823,55370,0.333202235,0.056457036,0.54312937,0.059692214,0.290624346,-0.010106986,-0.259825887,-0.020691473
35050,31868,1740,12727,849,1762,49350,0.645754813,0.035258359,0.257892604,0.017203647,0.035704154,0.645754813,1,0.387862209,0.257892604,3,0.035704154,5,0.035258359,2,0.017203647,4,0.052462006,13224,3076,18384,2142,44509,0.356154422,0.082844147,0.495125748,0.05768926,0.289600391,-0.030382141,-0.237233144,-0.021985106
35060,31146,1763,14293,911,1793,50166,0.620858749,0.035143324,0.284914085,0.01815971,0.035741339,0.620858749,1,0.335944664,0.284914085,3,0.035741339,5,0.035143324,2,0.01815971,4,0.053303034,10740,2793,21145,4137,44134,0.275263089,0.071583781,0.541940225,0.106030112,0.34559566,-0.018280747,-0.25702614,-0.070288773
35310,34539,1724,11981,1124,2606,52282,0.660628897,0.03297502,0.229161088,0.021498795,0.049845071,0.660628897,1,0.431467809,0.229161088,3,0.049845071,5,0.03297502,2,0.021498795,4,0.054473815,13769,2943,19194,3419,45630,0.348070821,0.07439701,0.485211079,0.086429961,0.312558076,-0.019923195,-0.256049991,-0.03658489
35320,9696,681,3330,268,540,14670,0.660940695,0.046421268,0.226993865,0.018268575,0.036809816,0.660940695,1,0.43394683,0.226993865,3,0.046421268,2,0.036809816,5,0.018268575,4,0.064689843,5308,1120,4373,735,13802,0.455263249,0.096061575,0.375068988,0.063040408,0.205677447,-0.031371731,-0.148075123,-0.026230592
35330,8988,1071,3538,327,550,14601,0.615574276,0.07335114,0.24231217,0.022395726,0.037668653,0.615574276,1,0.373262105,0.24231217,3,0.07335114,2,0.037668653,5,0.022395726,4,0.095746867,5324,1362,4303,597,13485,0.455523189,0.116533167,0.368166093,0.051079516,0.160051087,-0.020786301,-0.125853923,-0.013410863
35340,9064,621,2953,241,498,13530,0.669918699,0.045898004,0.218255728,0.017812269,0.036807095,0.669918699,1,0.451662971,0.218255728,3,0.045898004,2,0.036807095,5,0.017812269,4,0.063710273,4201,845,4611,645,12358,0.403173581,0.081095376,0.442521634,0.061901204,0.266745118,-0.017385103,-0.224265906,-0.025094109
35350,10534,645,4282,264,649,16590,0.63496082,0.038878843,0.258107294,0.015913201,0.039119952,0.63496082,1,0.376853526,0.258107294,3,0.039119952,5,0.038878843,2,0.015913201,4,0.054792043,4096,1271,6286,722,15072,0.326680446,0.101369836,0.501346017,0.057583809,0.308280373,-0.046577792,-0.243238724,-0.018463857
35360,10181,557,4852,232,527,16628,0.612280491,0.033497715,0.291796969,0.013952369,0.031693529,0.612280491,1,0.320483522,0.291796969,3,0.033497715,2,0.031693529,5,0.013952369,4,0.047450084,4278,874,6592,469,15488,0.344405122,0.070362337,0.530696251,0.037757364,0.267875369,-0.022912252,-0.238899282,-0.006063835
35370,20364,1037,9997,527,1045,33411,0.609499865,0.031037682,0.299212834,0.015773248,0.031277124,0.609499865,1,0.310287031,0.299212834,3,0.031277124,5,0.031037682,2,0.015773248,4,0.046810931,6914,1365,12082,1230,29548,0.315999278,0.06238632,0.552198912,0.056216244,0.293500587,-0.015575389,-0.252986078,-0.02493912
35380,19207,1284,8726,516,1240,31222,0.615175197,0.041124848,0.279482416,0.016526808,0.039715585,0.615175197,1,0.335692781,0.279482416,3,0.041124848,2,0.039715585,5,0.016526808,4,0.057651656,9585,1810,9986,1755,27210,0.410985401,0.077609137,0.428179469,0.075250848,0.204189796,-0.019957481,-0.148697053,-0.035535263
36010,67745,2224,49028,2391,6304,128231,0.528304388,0.0173437,0.382341244,0.018646037,0.049161279,0.528304388,1,0.145963145,0.382341244,3,0.049161279,5,0.018646037,4,0.0173437,2,0.035989737,18737,4361,50712,10962,96775,0.220099111,0.051227636,0.595701878,0.128768023,0.308205278,-0.015237899,-0.213360635,-0.079606744
36020,105383,3761,46207,3312,6089,165741,0.635829396,0.022692032,0.278790402,0.019982986,0.036738043,0.635829396,1,0.357038995,0.278790402,3,0.036738043,5,0.022692032,2,0.019982986,4,0.042675017,37721,5474,60942,6613,127412,0.338563553,0.049131701,0.546982848,0.059354757,0.297265844,-0.006456684,-0.268192447,-0.022616714
36030,108734,3958,36318,3436,6107,159821,0.68034864,0.024765206,0.227241727,0.021499052,0.038211499,0.68034864,1,0.453106913,0.227241727,3,0.038211499,5,0.024765206,2,0.021499052,4,0.046264258,47582,12238,58158,6629,139335,0.378826954,0.097433573,0.463028414,0.052777182,0.301521686,-0.051169315,-0.235786688,-0.014565683
36040,36523,1177,18170,1072,1993,59456,0.614286195,0.019796152,0.305604144,0.01803014,0.033520587,0.614286195,1,0.308682051,0.305604144,3,0.033520587,5,0.019796152,2,0.01803014,4,0.037826292,14965,2096,23384,2570,49512,0.344853306,0.048300202,0.538860655,0.059223054,0.269432889,-0.010473911,-0.233256511,-0.025702467
36060,55236,3552,17660,2409,3588,82975,0.665694486,0.042808075,0.212835191,0.029032841,0.04324194,0.665694486,1,0.452859295,0.212835191,3,0.04324194,5,0.042808075,2,0.029032841,4,0.071840916,21960,4747,29536,3341,68027,0.366201182,0.079160155,0.492537255,0.055713941,0.299493304,-0.007319239,-0.279702064,-0.012472001
36310,16220,572,8485,401,842,26826,0.604637292,0.021322597,0.316297622,0.014948185,0.03138746,0.604637292,1,0.28833967,0.316297622,3,0.03138746,5,0.021322597,2,0.014948185,4,0.036270782,7945,876,10737,974,23395,0.382542988,0.042178434,0.516974708,0.046897026,0.222094304,-0.005907652,-0.200677087,-0.015509566
36320,10004,525,5879,229,574,17467,0.572737162,0.030056678,0.336577546,0.013110437,0.032861968,0.572737162,1,0.236159615,0.336577546,3,0.032861968,5,0.030056678,2,0.013110437,4,0.043167115,4428,759,7462,636,15673,0.328423207,0.056294764,0.553453923,0.047171897,0.244313954,-0.013127649,-0.216876377,-0.014309929
36330,10152,544,4587,191,483,16135,0.629191199,0.033715525,0.284288813,0.01183762,0.029934924,0.629191199,1,0.344902386,0.284288813,3,0.033715525,2,0.029934924,5,0.01183762,4,0.045553145,4303,739,6632,642,14616,0.345528553,0.059341297,0.532545982,0.05155225,0.283662646,-0.013788152,-0.248257169,-0.021617326
36350,23363,1166,14211,507,882,40936,0.570720149,0.028483486,0.347151651,0.012385187,0.021545828,0.570720149,1,0.223568497,0.347151651,3,0.028483486,2,0.021545828,5,0.012385187,4,0.040868673,13751,1700,16586,996,39196,0.408074257,0.050449148,0.49220563,0.029557266,0.162645892,-0.009580475,-0.145053979,-0.008011438
36360,13856,612,9334,372,672,25200,0.54984127,0.024285714,0.370396825,0.014761905,0.026666667,0.54984127,1,0.179444444,0.370396825,3,0.026666667,5,0.024285714,2,0.014761905,4,0.039047619,6082,1567,10808,823,23032,0.31102502,0.0801342,0.552706086,0.042087075,0.23881625,-0.041086581,-0.18230926,-0.015420409
36370,21527,641,12057,510,1260,36440,0.590751921,0.01759056,0.330872667,0.013995609,0.034577387,0.590751921,1,0.259879254,0.330872667,3,0.034577387,5,0.01759056,2,0.013995609,4,0.031586169,9253,1143,14785,1401,31507,0.343841837,0.042473924,0.54941117,0.052061214,0.246910084,-0.010887755,-0.218538503,-0.017483827
36380,12324,538,8609,367,735,22995,0.535942596,0.023396391,0.374385736,0.015959991,0.03196347,0.535942596,1,0.16155686,0.374385736,3,0.03196347,5,0.023396391,2,0.015959991,4,0.039356382,4411,827,9542,711,20411,0.279520376,0.05240611,0.604666385,0.045055313,0.25642222,-0.013049728,-0.230280649,-0.013091843
36390,10169,648,9135,345,665,21187,0.479964129,0.030584793,0.431160617,0.01628357,0.031387171,0.479964129,1,0.048803512,0.431160617,3,0.031387171,5,0.030584793,2,0.01628357,4,0.046868363,3647,1019,10707,806,19655,0.223021811,0.062314019,0.654755835,0.049288615,0.256942318,-0.015445656,-0.223595218,-0.017901444
36400,21729,987,16401,545,1157,41221,0.527134228,0.023944106,0.397879722,0.013221416,0.028068218,0.527134228,1,0.129254506,0.397879722,3,0.028068218,5,0.023944106,2,0.013221416,4,0.037165522,6899,1246,22072,1551,38027,0.215050328,0.038839355,0.688011427,0.04834658,0.3120839,-0.001673832,-0.290131705,-0.020278363
36410,15148,659,11837,462,1338,29694,0.510136728,0.022193036,0.39863272,0.015558699,0.045059608,0.510136728,1,0.111504008,0.39863272,3,0.045059608,5,0.022193036,2,0.015558699,4,0.037751734,5952,1594,13217,2180,27108,0.257241375,0.068891591,0.571229713,0.094218111,0.252895353,-0.031139857,-0.172596993,-0.049158503
36420,23963,789,15365,661,1758,42826,0.559543268,0.018423388,0.358777378,0.015434549,0.04104983,0.559543268,1,0.20076589,0.358777378,3,0.04104983,5,0.018423388,2,0.015434549,4,0.033857937,10929,2332,15426,3088,38901,0.341620561,0.072894057,0.48218856,0.096525235,0.217922707,-0.03903612,-0.123411182,-0.055475405
36430,11067,370,6735,243,574,19171,0.577278181,0.019299984,0.351311877,0.012675395,0.029941057,0.577278181,1,0.225966303,0.351311877,3,0.029941057,5,0.019299984,2,0.012675395,4,0.031975379,4952,498,8173,690,16820,0.342694624,0.034463232,0.565598377,0.047750261,0.234583556,-0.002487852,-0.2142865,-0.017809204
36440,16966,682,10375,467,989,30057,0.564460858,0.022690222,0.345177496,0.015537146,0.032904149,0.564460858,1,0.219283362,0.345177496,3,0.032904149,5,0.022690222,2,0.015537146,4,0.038227368,7127,844,12263,1080,26462,0.327950965,0.038836904,0.564285489,0.049696512,0.236509893,-0.000609536,-0.219107993,-0.016792363
36450,14028,699,8612,473,832,24878,0.563871694,0.028097114,0.346169306,0.019012782,0.033443203,0.563871694,1,0.217702388,0.346169306,3,0.033443203,5,0.028097114,2,0.019012782,4,0.047109896,6186,1038,10967,967,21683,0.319856723,0.0536714,0.567065742,0.050000235,0.244014971,-0.006561503,-0.220896436,-0.016557032
36460,17846,627,9834,365,690,29690,0.601077804,0.021118222,0.331222634,0.012293702,0.023240148,0.601077804,1,0.26985517,0.331222634,3,0.023240148,5,0.021118222,2,0.012293702,4,0.033411923,9965,902,12273,857,28165,0.410672657,0.037172778,0.505788813,0.035318261,0.190405147,-0.003760855,-0.174566179,-0.012078112
36470,8593,428,8063,236,485,18034,0.476488854,0.023732949,0.447099922,0.013086392,0.026893645,0.476488854,1,0.029388932,0.447099922,3,0.026893645,5,0.023732949,2,0.013086392,4,0.036819341,4168,548,8419,590,16248,0.299823224,0.039420136,0.605617016,0.042441387,0.17666563,-0.002600795,-0.158517094,-0.015547742
36480,10361,529,9697,259,492,21610,0.479453957,0.024479408,0.448727441,0.011985192,0.022767237,0.479453957,1,0.030726516,0.448727441,3,0.024479408,2,0.022767237,5,0.011985192,4,0.0364646,4445,2384,8583,816,21369,0.270461661,0.145057503,0.522243517,0.049650555,0.208992296,-0.108592903,-0.073516076,-0.026883317
37011,29504,62194,21835,12359,7417,134035,0.22012161,0.464013131,0.162905211,0.092207259,0.055336293,0.464013131,2,0.243891521,0.22012161,1,0.162905211,3,0.092207259,4,0.055336293,5,0.55622039,11778,53170,14854,4634,95432,0.138734716,0.626296899,0.174967352,0.054584537,0.081386894,-0.070076508,-0.012062141,0.000751756
37012,32306,71980,23218,14769,7973,151015,0.213925769,0.476641393,0.153746317,0.097798232,0.05279608,0.476641393,2,0.262715624,0.213925769,1,0.153746317,3,0.097798232,4,0.05279608,5,0.574439625,14346,67193,17278,7896,121073,0.133750782,0.626454501,0.161086436,0.073616072,0.080174987,-0.052014876,-0.007340119,-0.020819992
37020,32139,75588,20632,11659,7709,148791,0.216000968,0.508014598,0.138664301,0.078358234,0.051810929,0.508014598,2,0.29201363,0.216000968,1,0.138664301,3,0.078358234,4,0.051810929,5,0.586372832,14103,66989,16638,6827,120680,0.133918818,0.636112012,0.15799059,0.064827609,0.08208215,-0.049739181,-0.019326289,-0.01301668
37030,18512,41333,11005,5109,4523,81108,0.228238891,0.509604478,0.135683286,0.062990087,0.055765153,0.509604478,2,0.281365587,0.228238891,1,0.135683286,3,0.062990087,4,0.055765153,5,0.572594565,6505,35456,8465,2394,63773,0.122203592,0.666080025,0.159024352,0.044973928,0.106035299,-0.093485459,-0.023341065,0.010791225
37040,19398,50235,13579,7825,4190,95972,0.202121452,0.523433918,0.141489184,0.081534197,0.043658567,0.523433918,2,0.321312466,0.202121452,1,0.141489184,3,0.081534197,4,0.043658567,5,0.604968116,8947,42166,13370,3110,76134,0.131338264,0.618979462,0.196266077,0.045653515,0.070783188,-0.014011347,-0.054776893,-0.001994948
37050,53940,92910,36117,22058,13739,219919,0.245272123,0.422473729,0.164228648,0.100300565,0.062473001,0.422473729,2,0.177201606,0.245272123,1,0.164228648,3,0.100300565,4,0.062473001,5,0.522774294,21296,72102,26277,7074,145659,0.16713469,0.565868962,0.206226439,0.055517975,0.078137433,-0.043094668,-0.041997791,0.006955026
37060,12863,32954,9273,5601,2576,63730,0.20183587,0.517087714,0.145504472,0.087886396,0.040420524,0.517087714,2,0.315251844,0.20183587,1,0.145504472,3,0.087886396,4,0.040420524,5,0.60497411,5518,32041,7440,2633,53813,0.115004862,0.667791009,0.155062736,0.054876369,0.086831008,-0.0628169,-0.009558264,-0.014455845
37070,9959,32932,7882,4537,2047,57962,0.171819468,0.56816535,0.135985646,0.078275422,0.035316242,0.56816535,2,0.396345882,0.171819468,1,0.135985646,3,0.078275422,4,0.035316242,5,0.646440772,4598,29732,6089,1999,50868,0.10726594,0.693612645,0.142049219,0.046634322,0.064553528,-0.047171873,-0.006063574,-0.011318081
37080,10005,35941,8162,3248,2029,60048,0.166616707,0.598537836,0.135924594,0.054090061,0.033789635,0.598537836,2,0.43192113,0.166616707,1,0.135924594,3,0.054090061,4,0.033789635,5,0.652627898,5153,32095,5110,1471,50640,0.116272442,0.724192515,0.115302189,0.033191687,0.050344265,-0.071564617,0.020622405,0.000597948
37090,6924,26315,5927,2419,1542,43553,0.158978716,0.604206369,0.136087066,0.055541524,0.035405139,0.604206369,2,0.445227654,0.158978716,1,0.136087066,3,0.055541524,4,0.035405139,5,0.659747893,2952,23595,4257,1112,37737,0.091588104,0.732053293,0.132076748,0.034500668,0.067390611,-0.0723054,0.004010318,0.000904471
37100,29857,67020,21556,15478,7186,142000,0.210260563,0.471971831,0.151802817,0.109,0.050605634,0.471971831,2,0.261711268,0.210260563,1,0.151802817,3,0.109,4,0.050605634,5,0.580971831,12551,54543,14275,8578,100982,0.138650386,0.602534299,0.157695344,0.094760817,0.071610178,-0.021562468,-0.005892527,-0.044155183
37310,1593,10460,1531,716,298,14754,0.10797072,0.708960282,0.10376847,0.048529212,0.020197912,0.708960282,2,0.600989562,0.10797072,1,0.10376847,3,0.048529212,4,0.020197912,5,0.757489494,1072,8578,1191,331,12990,0.094939609,0.759693998,0.105478614,0.029314376,0.013031111,-0.002204503,-0.001710144,-0.009116463
37320,4128,22319,4101,1663,705,33344,0.123800384,0.669355806,0.122990643,0.04987404,0.021143234,0.669355806,2,0.545555422,0.123800384,1,0.122990643,3,0.04987404,4,0.021143234,5,0.719229846,3019,17395,2477,636,27997,0.126673543,0.729872897,0.103931887,0.026685781,-0.002873159,-0.010643051,0.019058756,-0.005542547
37330,2509,9910,1996,894,434,15964,0.157166124,0.620771736,0.12503132,0.056001002,0.027186169,0.620771736,2,0.463605613,0.157166124,1,0.12503132,3,0.056001002,4,0.027186169,5,0.676772739,1397,7949,1510,440,13502,0.121960023,0.693958644,0.131825079,0.038412606,0.0352061,-0.017185905,-0.006793758,-0.011226437
37340,1790,6146,1470,529,333,10518,0.170184446,0.584331622,0.139760411,0.050294733,0.031660011,0.584331622,2,0.414147176,0.170184446,1,0.139760411,3,0.050294733,4,0.031660011,5,0.634626355,793,5727,1199,294,9638,0.096611926,0.697725722,0.146075282,0.035818293,0.07357252,-0.063099367,-0.006314871,-0.004158281
37350,2964,15277,2706,1188,572,22938,0.129217892,0.66601273,0.11797018,0.051791787,0.024936786,0.66601273,2,0.536794838,0.129217892,1,0.11797018,3,0.051791787,4,0.024936786,5,0.717804517,1213,13475,1840,469,19730,0.07064684,0.784803102,0.107164208,0.027315225,0.058571052,-0.066998586,0.010805972,-0.002378439
37360,4123,16126,2982,1711,695,26001,0.158570824,0.620206915,0.114687897,0.065805161,0.026729741,0.620206915,2,0.461636091,0.158570824,1,0.114687897,3,0.065805161,4,0.026729741,5,0.686012076,1912,14540,2310,746,23284,0.09663897,0.734900955,0.116755241,0.037705372,0.061931854,-0.048888878,-0.002067345,-0.010975631
37370,2944,11983,2123,1162,643,19070,0.154378605,0.628369166,0.111326691,0.060933403,0.033717881,0.628369166,2,0.473990561,0.154378605,1,0.111326691,3,0.060933403,4,0.033717881,5,0.689302569,1689,9050,1489,430,14630,0.13192904,0.706902197,0.116306892,0.033587618,0.022449565,-0.017599628,-0.004980201,0.000130263
37380,4234,15175,2978,1554,1390,25613,0.16530668,0.592472573,0.116269082,0.060672315,0.054269316,0.592472573,2,0.427165892,0.16530668,1,0.116269082,3,0.060672315,4,0.054269316,5,0.653144887,2040,13972,2238,626,21801,0.106883849,0.732049576,0.117257869,0.032798671,0.058422831,-0.078904689,-0.000988787,0.021470645
37390,14095,29032,9818,5902,3574,62809,0.224410514,0.462226751,0.156315178,0.093967425,0.056902673,0.462226751,2,0.237816237,0.224410514,1,0.156315178,3,0.093967425,4,0.056902673,5,0.556194176,6957,21525,6858,1891,42084,0.18570609,0.574575762,0.183063441,0.050477248,0.038704425,-0.018381586,-0.026748264,0.006425425
37400,4042,17635,3813,1431,739,28056,0.144069005,0.6285643,0.135906758,0.051005133,0.026340177,0.6285643,2,0.484495295,0.144069005,1,0.135906758,3,0.051005133,4,0.026340177,5,0.679569433,1807,15198,2739,702,25094,0.087131706,0.732832138,0.132071801,0.033849728,0.056937299,-0.053262705,0.003834957,-0.007509551
37410,3305,11726,2905,1139,723,20079,0.164599831,0.583993227,0.14467852,0.056725933,0.036007769,0.583993227,2,0.419393396,0.164599831,1,0.14467852,3,0.056725933,4,0.036007769,5,0.640719159,1360,10762,2220,673,17928,0.089308503,0.706719202,0.145782998,0.044194576,0.075291327,-0.066000042,-0.001104478,-0.008186806
37420,5684,15959,3844,1790,1113,28683,0.198166161,0.556392288,0.134016665,0.062406303,0.038803472,0.556392288,2,0.358226127,0.198166161,1,0.134016665,3,0.062406303,4,0.038803472,5,0.618798592,2404,13424,2924,801,22832,0.121691959,0.679531139,0.148014679,0.040547113,0.076474202,-0.060732548,-0.013998014,-0.00174364
37430,986,3017,739,351,162,5291,0.186354186,0.57021357,0.13967114,0.066339066,0.030618031,0.57021357,2,0.383859384,0.186354186,1,0.13967114,3,0.066339066,4,0.030618031,5,0.636552637,420,3053,497,104,4666,0.10239134,0.744287523,0.121163085,0.025354046,0.083962847,-0.107734886,0.018508055,0.005263985
38030,64933,88971,23381,12771,9623,200816,0.323345749,0.443047367,0.116429966,0.06359553,0.047919488,0.443047367,2,0.119701617,0.323345749,1,0.116429966,3,0.06359553,4,0.047919488,5,0.506642897,28779,69482,24321,7557,145768,0.219888398,0.530883132,0.18582667,0.057739901,0.103457352,-0.024240235,-0.069396704,-0.009820413
38050,21975,34406,9477,4497,3386,74247,0.295971554,0.463399195,0.127641521,0.060568104,0.045604536,0.463399195,2,0.16742764,0.295971554,1,0.127641521,3,0.060568104,4,0.045604536,5,0.523967298,6380,19681,6314,2147,38474,0.183550192,0.566214941,0.181651397,0.06176838,0.112421363,-0.042247643,-0.054009876,-0.016163843
38060,18841,30417,7088,3357,2629,62749,0.300259765,0.484740793,0.112957975,0.053498861,0.041897082,0.484740793,2,0.184481028,0.300259765,1,0.112957975,3,0.053498861,4,0.041897082,5,0.538239653,7875,25563,7463,2517,51134,0.180171046,0.584852376,0.170744955,0.057586098,0.120088719,-0.046612723,-0.057786979,-0.015689016
38070,132713,77010,39978,19113,15014,284941,0.465756069,0.270266476,0.140302729,0.067077044,0.05269161,0.465756069,1,0.195489593,0.270266476,2,0.140302729,3,0.067077044,4,0.05269161,5,0.33734352,76283,76117,36086,13089,219518,0.376956632,0.376136334,0.17832095,0.064680012,0.088799437,-0.038792814,-0.038018221,-0.011988402
38080,17621,30242,7820,3740,2335,62194,0.28332315,0.486252693,0.125735602,0.060134418,0.037543815,0.486252693,2,0.202929543,0.28332315,1,0.125735602,3,0.060134418,4,0.037543815,5,0.546387111,7147,27439,8335,2097,53829,0.157645769,0.605238877,0.183850215,0.046254817,0.125677381,-0.058851766,-0.058114613,-0.008711003
38090,60159,35978,17743,9335,8820,132676,0.4534279,0.271171877,0.133731798,0.070359372,0.066477735,0.4534279,1,0.182256022,0.271171877,2,0.133731798,3,0.070359372,4,0.066477735,5,0.341531249,27424,33110,17116,6502,96574,0.32431203,0.391553796,0.202411198,0.076891658,0.12911587,-0.050022547,-0.0686794,-0.010413922
38100,74122,54838,27656,12234,9196,178859,0.414415825,0.306599053,0.154624593,0.068400248,0.051414802,0.414415825,1,0.107816772,0.306599053,2,0.154624593,3,0.068400248,4,0.051414802,5,0.374999301,35364,49584,23217,6626,125733,0.306672593,0.429986819,0.201335188,0.05745992,0.107743232,-0.054987518,-0.046710596,-0.006045118
38111,51965,52138,19488,10115,8104,142500,0.364666667,0.365880702,0.136757895,0.070982456,0.056870175,0.365880702,2,0.001214035,0.364666667,1,0.136757895,3,0.070982456,4,0.056870175,5,0.436863158,26999,42793,19317,7901,106902,0.276963901,0.438983525,0.198159623,0.081050846,0.087702766,-0.002120367,-0.061401729,-0.02418067
38112,55279,38373,19571,10491,9221,133429,0.414295243,0.287591153,0.146677259,0.078626086,0.069107915,0.414295243,1,0.12670409,0.287591153,2,0.146677259,3,0.078626086,4,0.069107915,5,0.366217239,24176,38208,22274,18379,111647,0.233765464,0.369445353,0.215374419,0.17771242,0.180529779,-0.003228114,-0.06869716,-0.108604505
38113,30513,51049,12697,6347,4846,105899,0.288133032,0.482053655,0.119897261,0.059934466,0.045760583,0.482053655,2,0.193920622,0.288133032,1,0.119897261,3,0.059934466,4,0.045760583,5,0.541988121,14748,39890,12350,3831,78196,0.207370178,0.560889369,0.173652136,0.053867314,0.080762854,-0.018901248,-0.053754875,-0.008106731
38114,39155,52541,15353,7787,5956,121323,0.32273353,0.433067102,0.126546492,0.064184038,0.049092093,0.433067102,2,0.110333572,0.32273353,1,0.126546492,3,0.064184038,4,0.049092093,5,0.49725114,22382,42462,16385,4860,94183,0.258848862,0.491074987,0.18949328,0.056206124,0.063884668,0.006176152,-0.062946789,-0.007114031
38115,36057,37066,15159,7346,5283,101368,0.35570397,0.365657801,0.149544235,0.072468629,0.052117039,0.365657801,2,0.009953832,0.35570397,1,0.149544235,3,0.072468629,4,0.052117039,5,0.43812643,15671,30690,16346,4336,73578,0.232691706,0.455702153,0.24271448,0.064383335,0.123012264,-0.017575723,-0.093170245,-0.012266296
38310,4019,9222,1582,612,513,16224,0.247719428,0.56841716,0.097509862,0.037721893,0.031619822,0.56841716,2,0.320697732,0.247719428,1,0.097509862,3,0.037721893,4,0.031619822,5,0.606139053,1630,7024,1542,478,13314,0.150109679,0.646852996,0.142005598,0.044019893,0.097609749,-0.040713942,-0.044495736,-0.012400071
38320,11190,18018,4456,1915,1552,37411,0.299109887,0.481623052,0.119109353,0.051188153,0.041485125,0.481623052,2,0.182513165,0.299109887,1,0.119109353,3,0.051188153,4,0.041485125,5,0.532811205,4571,13576,4772,1319,28828,0.187176692,0.5559201,0.195407389,0.054011389,0.111933195,-0.023108895,-0.076298036,-0.012526264
38330,8206,22528,3160,1527,1064,36821,0.222861954,0.611824774,0.085820592,0.0414709,0.028896554,0.611824774,2,0.38896282,0.222861954,1,0.085820592,3,0.0414709,4,0.028896554,5,0.653295674,3747,16908,3888,962,30650,0.145571761,0.656879461,0.151049642,0.037373908,0.077290192,-0.003583787,-0.06522905,-0.008477355
