code,p17the,p17hong,p17kuk,p17yoo,p17jung,p17valid,r17the,r17hong,r17kuk,r17yoo,r17jung,win17r,winner17,wingap17,sec17r,sec17,third17r,third17,forth17r,forth17,last17r,last17,r17han,p16the,p16han,p16kuk,p16jung,p16valid,r16the,r16han,r16kuk,r16jung,d_the,d_han,d_kuk,d_jung
31013,41899,25294,24701,6929,6958,106307,0.394132089,0.237933532,0.232355348,0.065179151,0.065451946,0.394132089,1,0.156198557,0.237933532,2,0.232355348,3,0.065451946,5,0.065179151,4,0.303112683,22314,28819,20243,5704,83484,0.288059053,0.372034321,0.261323806,0.073634886,0.106073036,-0.068921638,-0.028968458,-0.00818294
31014,90314,29753,40871,15760,12662,189947,0.475469473,0.156638431,0.215170548,0.082970513,0.0666607,0.475469473,1,0.260298925,0.215170548,3,0.156638431,2,0.082970513,4,0.0666607,5,0.239608944,45694,37038,42114,16204,149855,0.322954911,0.261776251,0.297652277,0.114526226,0.152514562,-0.022167307,-0.082481729,-0.047865526
31021,54197,25563,32434,7854,8062,128856,0.420601291,0.198384243,0.251707332,0.06095176,0.062565965,0.420601291,1,0.168893959,0.251707332,3,0.198384243,2,0.062565965,5,0.06095176,4,0.259336003,26406,27403,25882,5635,94060,0.307680249,0.319297199,0.301574649,0.065658494,0.112921043,-0.059961197,-0.049867317,-0.003092529
31022,52919,25158,32003,7219,7953,126106,0.419639034,0.199498834,0.253778567,0.057245492,0.063065992,0.419639034,1,0.165860467,0.253778567,3,0.199498834,2,0.063065992,5,0.057245492,4,0.256744326,28953,34603,28637,5261,106846,0.295082069,0.352665521,0.291861472,0.053618857,0.124556965,-0.095921195,-0.038082905,0.009447135
31023,121024,65211,65494,26825,17263,296843,0.407703736,0.219681785,0.220635151,0.090367635,0.058155321,0.407703736,1,0.187068585,0.220635151,3,0.219681785,2,0.090367635,4,0.058155321,5,0.31004942,62622,77585,69043,22092,246141,0.269754541,0.334210119,0.297414052,0.095164915,0.137949195,-0.024160699,-0.076778902,-0.037009594
31030,97272,52935,58748,15267,15960,241322,0.403079703,0.219354224,0.243442372,0.063264021,0.066135703,0.403079703,1,0.159637331,0.243442372,3,0.219354224,2,0.066135703,5,0.063264021,4,0.282618245,43189,60419,50175,11124,179905,0.260661925,0.364651482,0.302825073,0.067137541,0.142417778,-0.082033237,-0.059382702,-0.001001838
31041,61245,32507,34579,9597,9773,148391,0.412727187,0.219063151,0.233026262,0.064673734,0.065859789,0.412727187,1,0.179700925,0.233026262,3,0.219063151,2,0.065859789,5,0.064673734,4,0.283736884,30479,37371,30487,7908,115131,0.285540744,0.350108047,0.285615692,0.074085639,0.127186443,-0.066371162,-0.05258943,-0.00822585
31042,88461,39527,46366,15488,13263,203780,0.434100501,0.193968986,0.227529689,0.076003533,0.065084895,0.434100501,1,0.206570812,0.227529689,3,0.193968986,2,0.076003533,4,0.065084895,5,0.269972519,45078,47589,46676,16873,168005,0.28760616,0.303626814,0.297801702,0.107652929,0.146494341,-0.033654295,-0.070272013,-0.042568033
31050,212255,93288,116010,30121,32204,486005,0.43673419,0.191948643,0.238701248,0.061976729,0.066262693,0.43673419,1,0.198032942,0.238701248,3,0.191948643,2,0.066262693,5,0.061976729,4,0.253925371,99788,106447,107443,26728,370611,0.291861125,0.311337447,0.314250559,0.078174371,0.144873065,-0.057412076,-0.075549311,-0.011911678
31060,86912,36238,46986,12245,12585,195754,0.443985819,0.1851201,0.240025747,0.062553,0.064289874,0.443985819,1,0.203960072,0.240025747,3,0.1851201,2,0.064289874,5,0.062553,4,0.2476731,43170,44404,45664,15324,161611,0.289416007,0.297688867,0.306136033,0.102733632,0.154569812,-0.050015767,-0.066110287,-0.038443758
31070,91329,58061,57413,16837,17548,242563,0.376516616,0.239364619,0.236693148,0.069412895,0.072344092,0.376516616,1,0.137151998,0.239364619,2,0.236693148,3,0.072344092,5,0.069412895,4,0.308777513,37492,64649,46267,10617,175839,0.234425227,0.404229075,0.289292435,0.066384632,0.142091389,-0.095451562,-0.052599287,0.00595946
31080,17053,14843,11625,2769,3183,49776,0.342594825,0.298195918,0.233546287,0.055629219,0.06394648,0.342594825,1,0.044398907,0.298195918,2,0.233546287,3,0.06394648,5,0.055629219,4,0.353825137,7543,15301,8584,1703,36914,0.226286068,0.459022024,0.257515525,0.051089112,0.116308757,-0.105196887,-0.023969238,0.012857368
31091,86381,36611,49275,12472,14436,200104,0.431680526,0.182959861,0.246246952,0.06232759,0.072142486,0.431680526,1,0.185433575,0.246246952,3,0.182959861,2,0.072142486,5,0.06232759,4,0.245287451,40108,42182,46792,9219,152606,0.28865876,0.303585415,0.336763755,0.066349484,0.143021766,-0.058297964,-0.090516804,0.005793002
31092,71206,31069,40971,10499,11505,166007,0.42893372,0.187154759,0.246802846,0.063244321,0.069304306,0.42893372,1,0.182130874,0.246802846,3,0.187154759,2,0.069304306,5,0.063244321,4,0.25039908,32701,38685,37177,8069,126716,0.279099062,0.330171775,0.317301179,0.068867935,0.149834657,-0.079772696,-0.070498333,0.000436372
31101,103515,50185,54546,15681,26046,251022,0.412374214,0.199922716,0.217295695,0.062468628,0.10375983,0.412374214,1,0.195078519,0.217295695,3,0.199922716,2,0.10375983,5,0.062468628,4,0.262391344,44730,62016,47403,30039,200143,0.241834848,0.33529242,0.256286549,0.162407266,0.170539366,-0.072901076,-0.038990853,-0.058647436
31103,69744,31484,35968,12039,12894,162703,0.428658353,0.193505959,0.221065377,0.073993719,0.079248692,0.428658353,1,0.207592976,0.221065377,3,0.193505959,2,0.079248692,5,0.073993719,4,0.267499677,32243,37291,34485,13727,126488,0.272869141,0.315589838,0.291842953,0.116170167,0.155789212,-0.048090161,-0.070777576,-0.036921475
31104,74066,31914,36624,12137,12448,167743,0.441544506,0.190255331,0.218333999,0.072354733,0.07420876,0.441544506,1,0.223210507,0.218333999,3,0.190255331,2,0.07420876,5,0.072354733,4,0.262610064,36751,39901,37839,12974,136520,0.287370051,0.312001099,0.295877537,0.101448642,0.154174455,-0.049391035,-0.077543538,-0.027239882
31110,13535,8086,7432,2838,2271,34306,0.394537399,0.23570221,0.216638489,0.082726054,0.066198333,0.394537399,1,0.158835189,0.23570221,2,0.216638489,3,0.082726054,4,0.066198333,5,0.318428263,7168,10347,9113,3965,34228,0.233318478,0.336794963,0.296628249,0.129060793,0.161218921,-0.0183667,-0.07998976,-0.062862461
31120,44816,24104,25706,7188,7255,109500,0.409278539,0.220127854,0.234757991,0.065643836,0.066255708,0.409278539,1,0.174520548,0.234757991,3,0.220127854,2,0.066255708,5,0.065643836,4,0.285771689,21026,28077,22480,5450,83246,0.271873614,0.363045537,0.290674348,0.070470427,0.137404925,-0.077273848,-0.055916357,-0.004214719
31130,143924,79083,82465,22206,22660,351765,0.409148153,0.224817705,0.234432078,0.063127372,0.064418006,0.409148153,1,0.174716075,0.234432078,3,0.224817705,2,0.064418006,5,0.063127372,4,0.287945077,65295,84147,73165,17706,261894,0.270605913,0.348735366,0.303222017,0.073380018,0.13854224,-0.060790289,-0.068789939,-0.008962012
31140,45426,19950,24209,6805,7258,104058,0.436545004,0.191720002,0.2326491,0.065396221,0.069749563,0.436545004,1,0.203895904,0.2326491,3,0.191720002,2,0.069749563,5,0.065396221,4,0.257116224,21874,22796,19923,4888,76820,0.313579454,0.326796984,0.285610472,0.07007298,0.12296555,-0.06968076,-0.052961372,-0.000323418
31150,91611,39788,52214,12943,15073,212721,0.430662699,0.187043122,0.245457665,0.060844957,0.070858072,0.430662699,1,0.185205034,0.245457665,3,0.187043122,2,0.070858072,5,0.060844957,4,0.247888079,44948,48547,42447,9135,158866,0.308231216,0.332911383,0.291080592,0.062643325,0.122431483,-0.085023304,-0.045622926,0.008214748
31160,72636,32173,37566,11412,10954,165433,0.439065966,0.194477523,0.227076823,0.068982609,0.066214117,0.439065966,1,0.211989144,0.227076823,3,0.194477523,2,0.068982609,4,0.066214117,5,0.263460132,35354,37888,40114,11099,134238,0.282882291,0.303157896,0.320969062,0.088807788,0.156183675,-0.039697764,-0.09389224,-0.022593671
31170,37020,19132,20668,6385,5718,89260,0.414743446,0.21434013,0.231548286,0.071532601,0.064060049,0.414743446,1,0.18319516,0.231548286,3,0.21434013,2,0.071532601,4,0.064060049,5,0.285872731,18461,22405,19958,6327,73357,0.273879774,0.33239133,0.296088648,0.09386476,0.140863672,-0.046518599,-0.064540362,-0.029804711
31180,48970,28718,27247,8334,6842,120553,0.406211376,0.238218875,0.226016773,0.069131419,0.05675512,0.406211376,1,0.167992501,0.238218875,2,0.226016773,3,0.069131419,4,0.05675512,5,0.307350294,18016,27829,20411,4793,76864,0.252641775,0.39025133,0.286227313,0.067213145,0.153569601,-0.082901036,-0.06021054,-0.010458025
31191,43219,30242,28383,7323,7826,117577,0.367580394,0.257210169,0.241399253,0.062282589,0.066560637,0.367580394,1,0.110370225,0.257210169,2,0.241399253,3,0.066560637,5,0.062282589,4,0.319492758,20688,33575,21960,4820,89490,0.254003968,0.412228501,0.269621381,0.059179192,0.113576426,-0.092735743,-0.028222128,0.007381445
31192,98906,48098,48194,16252,13321,225560,0.438490867,0.213238163,0.21366377,0.072051782,0.059057457,0.438490867,1,0.224827097,0.21366377,3,0.213238163,2,0.072051782,4,0.059057457,5,0.285289945,52198,51883,49222,14933,182039,0.30918123,0.30731541,0.291553671,0.088451728,0.129309637,-0.022025465,-0.077889901,-0.029394271
31193,81119,45690,40968,16011,10722,195124,0.41573051,0.234158791,0.209958795,0.082055513,0.054949673,0.41573051,1,0.181571718,0.234158791,2,0.209958795,3,0.082055513,4,0.054949673,5,0.316214305,39978,49419,45480,14171,159280,0.267378298,0.330520989,0.304176422,0.094777574,0.148352212,-0.014306684,-0.094217626,-0.039827901
31200,93657,50884,49209,14739,17624,227343,0.411963421,0.223820395,0.216452673,0.064831554,0.07752163,0.411963421,1,0.188143026,0.223820395,2,0.216452673,3,0.07752163,5,0.064831554,4,0.288651949,46783,58770,40225,12139,175333,0.29464775,0.370144032,0.253344286,0.076453606,0.117315671,-0.081492083,-0.036891613,0.001068025
31210,38022,30972,23626,6680,7276,107165,0.354798675,0.289012271,0.220463771,0.062333784,0.067895302,0.354798675,1,0.065786404,0.289012271,2,0.220463771,3,0.067895302,5,0.062333784,4,0.351346055,18878,32815,15507,3886,79399,0.264106052,0.459086772,0.216945256,0.054365723,0.090692623,-0.107740717,0.003518515,0.013529579
31220,34236,24784,22701,5487,6613,94405,0.362650283,0.262528468,0.240463958,0.058121922,0.070049256,0.362650283,1,0.100121816,0.262528468,2,0.240463958,3,0.070049256,5,0.058121922,4,0.320650389,17408,27532,16897,3405,72638,0.265171395,0.419387571,0.257387469,0.051867452,0.097478888,-0.098737182,-0.01692351,0.018181804
31230,82107,44346,45786,13798,12480,199342,0.411890118,0.2224619,0.229685666,0.069217726,0.062605974,0.411890118,1,0.182204453,0.229685666,3,0.2224619,2,0.069217726,4,0.062605974,5,0.291679626,38665,50536,35771,10164,146320,0.284935031,0.372416313,0.263608199,0.07490184,0.126955087,-0.080736687,-0.033922533,-0.012295867
31240,154226,61817,75239,22597,22205,337516,0.456944263,0.183152799,0.222919802,0.0669509,0.065789474,0.456944263,1,0.234024461,0.222919802,3,0.183152799,2,0.0669509,4,0.065789474,5,0.250103699,68816,67415,62738,17136,235117,0.317086741,0.310631287,0.289080852,0.078958358,0.139857523,-0.060527588,-0.06616105,-0.013168885
31250,66335,40328,40820,10457,10524,169256,0.391921114,0.238266295,0.241173134,0.061782152,0.062178003,0.391921114,1,0.150747979,0.241173134,3,0.238266295,2,0.062178003,5,0.061782152,4,0.300048447,31733,40501,28914,7159,118606,0.291620225,0.372196475,0.265714152,0.065789846,0.100300889,-0.072148027,-0.024541018,-0.003611844
31260,39898,27208,25564,6558,6790,106584,0.374333859,0.255272836,0.239848382,0.061528935,0.063705622,0.374333859,1,0.119061022,0.255272836,2,0.239848382,3,0.063705622,5,0.061528935,4,0.316801771,23312,31496,17619,4079,83855,0.303090016,0.409493958,0.229072709,0.053032952,0.071243843,-0.092692186,0.010775674,0.01067267
31270,23515,26014,20253,4995,4698,79984,0.293996299,0.325240048,0.253213143,0.06244999,0.058736747,0.325240048,2,0.031243749,0.293996299,1,0.253213143,3,0.06244999,4,0.058736747,5,0.387690038,11279,26579,11852,2418,58532,0.214994303,0.50663477,0.225916524,0.046090631,0.079001997,-0.118944732,0.027296619,0.012646117
31280,17291,19891,12676,3286,3704,57234,0.302110634,0.347538177,0.221476745,0.057413426,0.064716777,0.347538177,2,0.045427543,0.302110634,1,0.221476745,3,0.064716777,5,0.057413426,4,0.404951602,7928,19696,7837,2029,41877,0.210043522,0.521823563,0.207632579,0.053756093,0.092067111,-0.116871961,0.013844166,0.010960684
31350,6836,8824,5987,1576,1298,24719,0.276548404,0.356972369,0.242202354,0.063756624,0.052510215,0.356972369,2,0.080423965,0.276548404,1,0.242202354,3,0.063756624,4,0.052510215,5,0.420728994,3528,9670,4058,609,20213,0.195899278,0.536946151,0.225328591,0.033815947,0.080649126,-0.116217157,0.016873763,0.018694268
31370,8934,12710,7880,1861,1728,33477,0.266869791,0.37966365,0.235385489,0.055590405,0.051617528,0.37966365,2,0.112793858,0.266869791,1,0.235385489,3,0.055590405,4,0.051617528,5,0.435254055,3999,12939,4759,995,25336,0.174313341,0.564001079,0.207441157,0.043371286,0.092556451,-0.128747024,0.027944331,0.008246242
31380,17198,22338,13510,3456,3405,60325,0.285089101,0.37029424,0.223953585,0.057289681,0.05644426,0.37029424,2,0.085205139,0.285089101,1,0.223953585,3,0.057289681,4,0.05644426,5,0.42758392,7993,21161,9183,2652,46037,0.193652332,0.512683222,0.222483343,0.064251969,0.091436769,-0.085099302,0.001470241,-0.007807708
32010,59010,41092,35384,10942,11178,158391,0.372559047,0.259433932,0.223396531,0.069082208,0.070572192,0.372559047,1,0.113125114,0.259433932,2,0.223396531,3,0.070572192,5,0.069082208,4,0.32851614,33035,46599,25320,8709,125390,0.289199437,0.407943228,0.221659747,0.076241498,0.08335961,-0.079427088,0.001736784,-0.005669307
32020,67743,47879,41467,11898,12463,182486,0.371222998,0.262370812,0.22723387,0.065199522,0.06829565,0.371222998,1,0.108852186,0.262370812,2,0.22723387,3,0.06829565,5,0.065199522,4,0.327570334,36120,50056,29709,8647,136590,0.288399298,0.399670966,0.237210818,0.06904177,0.0828237,-0.072100631,-0.009976948,-0.00074612
32030,36221,42437,24508,8452,7129,119451,0.303228939,0.355267013,0.205171995,0.070757047,0.059681376,0.355267013,2,0.052038074,0.303228939,1,0.205171995,3,0.070757047,4,0.059681376,5,0.42602406,19031,41599,15998,4379,90282,0.233545722,0.510497005,0.196325178,0.053738465,0.069683217,-0.084472945,0.008846817,0.005942911
32040,14692,17921,9948,3270,2843,49024,0.299689948,0.365555646,0.202921018,0.066702023,0.057992004,0.365555646,2,0.065865698,0.299689948,1,0.202921018,3,0.066702023,4,0.057992004,5,0.43225767,7082,18243,7548,2112,40143,0.200984395,0.517729217,0.214209293,0.059937735,0.098705553,-0.085471547,-0.011288275,-0.001945731
32050,8113,9470,4402,1221,1404,24766,0.327586207,0.382379068,0.177743681,0.049301462,0.056690624,0.382379068,2,0.054792861,0.327586207,1,0.177743681,3,0.056690624,5,0.049301462,4,0.43168053,3964,9517,3420,1062,20818,0.219285806,0.52647402,0.189192093,0.058749124,0.108300401,-0.09479349,-0.011448412,-0.002058499
32060,12764,12970,9843,2897,2558,41232,0.309565386,0.314561506,0.238722352,0.070260962,0.062039193,0.314561506,2,0.00499612,0.309565386,1,0.238722352,3,0.070260962,4,0.062039193,5,0.384822468,6110,13513,6192,1712,30122,0.220887232,0.488518684,0.223851676,0.061891807,0.088678154,-0.103696216,0.014870676,0.000147386
32070,11071,15002,7149,2272,2243,38061,0.290875174,0.394156748,0.187830062,0.05969365,0.058931715,0.394156748,2,0.103281574,0.290875174,1,0.187830062,3,0.05969365,4,0.058931715,5,0.453850398,5725,15728,5360,1559,33252,0.200065736,0.549630376,0.187310454,0.054480783,0.090809438,-0.095779978,0.000519609,0.004450932
32310,11775,12456,9051,2419,2210,38234,0.307971962,0.325783334,0.236726474,0.063268295,0.057801956,0.325783334,2,0.017811372,0.307971962,1,0.236726474,3,0.063268295,4,0.057801956,5,0.389051629,8072,14815,5426,1292,34184,0.270353248,0.49619467,0.181731507,0.043272596,0.037618714,-0.10714304,0.054994967,0.01452936
32320,7179,9657,5671,1342,1260,25338,0.283329387,0.381127161,0.223814034,0.052963928,0.049727682,0.381127161,2,0.097797774,0.283329387,1,0.223814034,3,0.052963928,4,0.049727682,5,0.434091088,3491,9758,3485,748,21263,0.197886341,0.553129451,0.197546232,0.042400167,0.085443046,-0.119038362,0.026267802,0.007327515
32330,6573,8090,5025,1215,1110,22210,0.295947771,0.364250338,0.226249437,0.054705088,0.049977488,0.364250338,2,0.068302566,0.295947771,1,0.226249437,3,0.054705088,4,0.049977488,5,0.418955425,3480,9130,3204,833,19829,0.207192456,0.543582508,0.190759951,0.049595206,0.088755315,-0.124627082,0.035489486,0.000382282
32340,7100,8504,5268,1234,1261,23559,0.301371026,0.360966085,0.223608812,0.052379133,0.053525192,0.360966085,2,0.059595059,0.301371026,1,0.223608812,3,0.053525192,5,0.052379133,4,0.413345218,3564,10132,3148,782,20700,0.200553403,0.57014789,0.177144252,0.044004703,0.100817623,-0.156802672,0.04646456,0.009520489
32350,7022,7765,3963,961,969,20903,0.335932641,0.371477778,0.189590011,0.045974262,0.046356982,0.371477778,2,0.035545137,0.335932641,1,0.189590011,3,0.046356982,5,0.045974262,4,0.41745204,3505,8588,2579,795,18764,0.22419393,0.549323102,0.164963237,0.050851405,0.111738711,-0.131871062,0.024626774,-0.004494423
32360,7499,7766,6217,1815,1507,24982,0.300176127,0.310863822,0.248859179,0.07265231,0.060323433,0.310863822,2,0.010687695,0.300176127,1,0.248859179,3,0.07265231,4,0.060323433,5,0.383516132,3741,9573,3513,831,20792,0.210349127,0.538271103,0.197529132,0.046725508,0.089827,-0.154754971,0.051330046,0.013597925
32370,4095,4526,3378,1159,874,14166,0.289072427,0.319497388,0.23845828,0.081815615,0.061697021,0.319497388,2,0.030424961,0.289072427,1,0.23845828,3,0.081815615,4,0.061697021,5,0.401313003,2341,5752,1963,513,12200,0.219401632,0.539085087,0.18397497,0.048079042,0.069670795,-0.137772084,0.054483311,0.013617979
32380,3687,3892,3113,1090,740,12666,0.291094268,0.30727933,0.245776093,0.086057161,0.058424128,0.30727933,2,0.016185062,0.291094268,1,0.245776093,3,0.086057161,4,0.058424128,5,0.393336491,2334,4942,1750,338,10744,0.2464187,0.521765731,0.184761236,0.035685313,0.044675568,-0.12842924,0.061014857,0.022738815
32390,5427,5485,4182,1369,1029,17681,0.306939653,0.31022001,0.236525083,0.077427747,0.058198066,0.31022001,2,0.003280357,0.306939653,1,0.236525083,3,0.077427747,4,0.058198066,5,0.387647757,3116,6827,2589,563,14962,0.235409828,0.515771148,0.19559565,0.042533932,0.071529824,-0.128123391,0.040929433,0.015664133
32400,4548,6091,3442,978,721,15926,0.285570765,0.382456361,0.216124576,0.061409017,0.045271882,0.382456361,2,0.096885596,0.285570765,1,0.216124576,3,0.061409017,4,0.045271882,5,0.443865377,2510,7003,1992,416,13489,0.208622584,0.582065322,0.165568202,0.034576492,0.07694818,-0.138199945,0.050556374,0.01069539
32410,4162,6288,3443,898,786,15730,0.264589955,0.399745709,0.218881119,0.057088366,0.049968214,0.399745709,2,0.135155753,0.264589955,1,0.218881119,3,0.057088366,4,0.049968214,5,0.456834075,2209,6855,1966,521,13070,0.189378743,0.58768279,0.168546224,0.044665607,0.075211213,-0.130848715,0.050334895,0.005302607
33020,38172,36585,25980,6207,6919,114543,0.33325476,0.319399701,0.226814384,0.054189256,0.060405263,0.33325476,1,0.013855059,0.319399701,2,0.226814384,3,0.060405263,5,0.054189256,4,0.373588958,18464,36615,16795,3853,85061,0.242375718,0.480642705,0.220466864,0.050578078,0.090879043,-0.107053747,0.00634752,0.009827184
33030,24608,25639,15994,4308,4407,75489,0.325981269,0.339638888,0.211871928,0.057067917,0.058379367,0.339638888,2,0.013657619,0.325981269,1,0.211871928,3,0.058379367,5,0.057067917,4,0.396706805,13222,25812,10918,3000,58994,0.247934815,0.484018564,0.204730927,0.056255063,0.078046454,-0.087311759,0.007141002,0.002124303
33041,36587,25173,19553,5545,6266,93679,0.390557115,0.268715507,0.208723407,0.059191494,0.06688799,0.390557115,1,0.121841608,0.268715507,2,0.208723407,3,0.06688799,5,0.059191494,4,0.327907002,20831,28245,15155,4237,76385,0.302441827,0.410084461,0.220032926,0.061516299,0.088115288,-0.082177459,-0.01130952,0.005371691
33042,48217,27881,25378,7135,7981,117118,0.411695896,0.238059052,0.216687443,0.060921464,0.068144948,0.411695896,1,0.173636845,0.238059052,2,0.216687443,3,0.068144948,5,0.060921464,4,0.298980515,26386,32183,22479,6561,95152,0.299826448,0.365698271,0.255430862,0.074553222,0.111869448,-0.066717755,-0.038743419,-0.006408275
33043,57407,28487,28901,8432,9885,133742,0.429236889,0.212999656,0.216095168,0.063046762,0.073910963,0.429236889,1,0.213141721,0.216095168,3,0.212999656,2,0.073910963,5,0.063046762,4,0.276046418,30434,31980,23484,6722,101278,0.327042094,0.343655325,0.252357775,0.072234243,0.102194795,-0.067608908,-0.036262607,0.00167672
33044,43435,22063,21389,6195,7079,100697,0.431343536,0.219102853,0.212409506,0.061521197,0.070300009,0.431343536,1,0.212240682,0.219102853,2,0.212409506,3,0.070300009,5,0.061521197,4,0.28062405,22105,25200,17773,4393,76245,0.316496629,0.360810452,0.254471594,0.062898425,0.114846907,-0.080186402,-0.042062088,0.007401584
33320,6133,7035,4378,818,877,19489,0.314690338,0.360972856,0.22463954,0.041972395,0.044999743,0.360972856,2,0.046282518,0.314690338,1,0.22463954,3,0.044999743,5,0.041972395,4,0.402945251,4308,8079,2813,598,18121,0.269222696,0.504886296,0.175794671,0.03737121,0.045467642,-0.101941045,0.048844869,0.007628534
33330,9491,9658,6702,1245,1561,29003,0.327242009,0.333000034,0.231079543,0.042926594,0.053822018,0.333000034,2,0.005758025,0.327242009,1,0.231079543,3,0.053822018,5,0.042926594,4,0.375926628,6835,11112,4223,904,26586,0.292686999,0.475835835,0.180836459,0.038710907,0.03455501,-0.099909207,0.050243085,0.015111112
33340,8469,10179,6110,1343,1431,27824,0.304377516,0.36583525,0.219594595,0.048267683,0.05143042,0.36583525,2,0.061457734,0.304377516,1,0.219594595,3,0.05143042,5,0.048267683,4,0.414102933,5706,11492,4166,913,25508,0.253450562,0.510454585,0.18504645,0.040553867,0.050926954,-0.096351652,0.034548145,0.010876553
33350,13542,9453,8452,1855,2497,36040,0.375749168,0.262291898,0.234517203,0.051470588,0.069284129,0.375749168,1,0.11345727,0.262291898,2,0.234517203,3,0.069284129,5,0.051470588,4,0.313762486,9606,12380,6035,1203,32588,0.326504398,0.420791636,0.205127425,0.040889526,0.049244769,-0.10702915,0.029389778,0.028394602
33360,6266,8625,5157,819,927,22039,0.28431417,0.391351695,0.233994283,0.037161396,0.0420618,0.391351695,2,0.107037524,0.28431417,1,0.233994283,3,0.0420618,5,0.037161396,4,0.42851309,3312,7424,2548,614,16076,0.235658486,0.528239311,0.181297651,0.043687896,0.048655685,-0.09972622,0.052696632,-0.001626096
33370,17156,13866,11826,2406,2986,48636,0.352742824,0.285097459,0.24315322,0.049469529,0.061394852,0.352742824,1,0.067645366,0.285097459,2,0.24315322,3,0.061394852,5,0.049469529,4,0.334566987,8631,15043,8675,1626,38435,0.251971314,0.439161682,0.253255839,0.047469048,0.10077151,-0.104594694,-0.010102619,0.013925803
33380,4730,7424,3561,805,782,17489,0.270455715,0.424495397,0.2036137,0.046028932,0.04471382,0.424495397,2,0.154039682,0.270455715,1,0.2036137,3,0.046028932,4,0.04471382,5,0.47052433,2768,7506,2330,528,14873,0.208529039,0.56546928,0.175532031,0.039777216,0.061926676,-0.09494495,0.028081669,0.004936605
33390,6829,5177,4565,992,1217,18909,0.361150775,0.27378497,0.24141943,0.052461791,0.064360886,0.361150775,1,0.087365805,0.27378497,2,0.24141943,3,0.064360886,5,0.052461791,4,0.326246761,3637,5435,3112,607,14300,0.282400739,0.422009352,0.241636266,0.047131495,0.078750036,-0.095762591,-0.000216836,0.017229391
34011,51226,32269,31108,7689,9427,132398,0.386909168,0.243727247,0.234958232,0.058074895,0.071201982,0.386909168,1,0.143181921,0.243727247,2,0.234958232,3,0.071201982,5,0.058074895,4,0.301802142,26332,34528,25054,5966,101111,0.28512143,0.373867261,0.271283317,0.064599516,0.101787738,-0.072065119,-0.036325085,0.006602466
34012,81333,33920,42500,12355,14109,185001,0.439635461,0.18335036,0.229728488,0.066783423,0.076264453,0.439635461,1,0.209906973,0.229728488,3,0.18335036,2,0.076264453,5,0.066783423,4,0.250133783,39421,36163,33640,9534,129236,0.330537236,0.303219555,0.282064702,0.079940692,0.109098225,-0.053085772,-0.052336214,-0.003676239
34020,21090,17166,14176,2381,3146,58422,0.360994146,0.293827668,0.242648317,0.040755195,0.053849577,0.360994146,1,0.067166478,0.293827668,2,0.242648317,3,0.053849577,5,0.040755195,4,0.334582863,14077,19906,9299,1930,51108,0.308887871,0.436792069,0.204045486,0.042349477,0.052106275,-0.102209206,0.038602831,0.0115001
34030,17461,18349,13865,2278,2884,55239,0.316099133,0.332174732,0.251000199,0.04123898,0.05220949,0.332174732,2,0.016075599,0.316099133,1,0.251000199,3,0.05220949,5,0.04123898,4,0.373413711,10241,21866,8741,1848,48739,0.238112972,0.508405258,0.203236548,0.042967754,0.077986161,-0.134991547,0.047763651,0.009241735
34040,64143,33994,34282,8737,11582,153477,0.417932329,0.221492471,0.223368974,0.056927097,0.075464076,0.417932329,1,0.194563355,0.223368974,3,0.221492471,2,0.075464076,5,0.056927097,4,0.278419568,32203,37293,26062,7954,113853,0.309606044,0.358542316,0.250565249,0.076471337,0.108326285,-0.080122748,-0.027196275,-0.001007261
34050,32425,22999,20957,4656,6024,87628,0.370030127,0.26246177,0.239158716,0.053133702,0.06874515,0.370030127,1,0.107568357,0.26246177,2,0.239158716,3,0.06874515,5,0.053133702,4,0.315595472,16678,25235,13960,4192,69331,0.275869215,0.41740974,0.230911035,0.069339474,0.094160912,-0.101814269,0.008247681,-0.000594324
34060,24191,15670,17018,2847,3134,63358,0.381814451,0.247324726,0.26860065,0.044935131,0.049464945,0.381814451,1,0.113213801,0.26860065,3,0.247324726,2,0.049464945,5,0.044935131,4,0.292259857,15046,18781,12091,1980,55239,0.311656791,0.389022079,0.25044811,0.041012923,0.07015766,-0.096762222,0.01815254,0.008452022
34070,7861,5495,5646,1800,1188,22115,0.355460095,0.248473887,0.255301831,0.08139272,0.053719195,0.355460095,1,0.100158264,0.255301831,3,0.248473887,2,0.08139272,4,0.053719195,5,0.329866606,3988,6068,4928,882,17294,0.249934372,0.380291316,0.308845683,0.055276358,0.105525723,-0.050424709,-0.053543851,-0.001557163
34080,32266,21723,18579,4115,6575,83966,0.384274587,0.25871186,0.221268132,0.049007932,0.078305505,0.384274587,1,0.125562728,0.25871186,2,0.221268132,3,0.078305505,5,0.049007932,4,0.307719791,17816,22358,15254,3528,66547,0.299643391,0.376034292,0.256553676,0.059336657,0.084631196,-0.0683145,-0.035285543,0.018968847
34310,9297,8690,7934,1026,1315,28565,0.32546823,0.304218449,0.277752494,0.035918082,0.046035358,0.32546823,1,0.021249781,0.304218449,2,0.277752494,3,0.046035358,5,0.035918082,4,0.340136531,5351,9750,5290,785,24168,0.250011328,0.455542972,0.247161264,0.03667705,0.075456903,-0.115406442,0.03059123,0.009358308
