code,p17the,p17hong,p17kuk,p17yoo,p17jung,p17valid,r17the,r17hong,r17kuk,r17yoo,r17jung,win17r,winner17,wingap17,sec17r,sec17,third17r,third17,forth17r,forth17,last17r,last17
33043,57407,28487,28901,8432,9885,133742,0.429236889,0.212999656,0.216095168,0.063046762,0.073910963,0.429236889,1,0.213141721,0.216095168,3,0.212999656,2,0.073910963,5,0.063046762,4
33044,43435,22063,21389,6195,7079,100697,0.431343536,0.219102853,0.212409506,0.061521197,0.070300009,0.431343536,1,0.212240682,0.219102853,2,0.212409506,3,0.070300009,5,0.061521197,4
33320,6133,7035,4378,818,877,19489,0.314690338,0.360972856,0.22463954,0.041972395,0.044999743,0.360972856,2,0.046282518,0.314690338,1,0.22463954,3,0.044999743,5,0.041972395,4
33330,9491,9658,6702,1245,1561,29003,0.327242009,0.333000034,0.231079543,0.042926594,0.053822018,0.333000034,2,0.005758025,0.327242009,1,0.231079543,3,0.053822018,5,0.042926594,4
33340,8469,10179,6110,1343,1431,27824,0.304377516,0.36583525,0.219594595,0.048267683,0.05143042,0.36583525,2,0.061457734,0.304377516,1,0.219594595,3,0.05143042,5,0.048267683,4
33350,13542,9453,8452,1855,2497,36040,0.375749168,0.262291898,0.234517203,0.051470588,0.069284129,0.375749168,1,0.11345727,0.262291898,2,0.234517203,3,0.069284129,5,0.051470588,4
33360,6266,8625,5157,819,927,22039,0.28431417,0.391351695,0.233994283,0.037161396,0.0420618,0.391351695,2,0.107037524,0.28431417,1,0.233994283,3,0.0420618,5,0.037161396,4
33370,17156,13866,11826,2406,2986,48636,0.352742824,0.285097459,0.24315322,0.049469529,0.061394852,0.352742824,1,0.067645366,0.285097459,2,0.24315322,3,0.061394852,5,0.049469529,4
33380,4730,7424,3561,805,782,17489,0.270455715,0.424495397,0.2036137,0.046028932,0.04471382,0.424495397,2,0.154039682,0.270455715,1,0.2036137,3,0.046028932,4,0.04471382,5
33390,6829,5177,4565,992,1217,18909,0.361150775,0.27378497,0.24141943,0.052461791,0.064360886,0.361150775,1,0.087365805,0.27378497,2,0.24141943,3,0.064360886,5,0.052461791,4
34011,51226,32269,31108,7689,9427,132398,0.386909168,0.243727247,0.234958232,0.058074895,0.071201982,0.386909168,1,0.143181921,0.243727247,2,0.234958232,3,0.071201982,5,0.058074895,4
34012,81333,33920,42500,12355,14109,185001,0.439635461,0.18335036,0.229728488,0.066783423,0.076264453,0.439635461,1,0.209906973,0.229728488,3,0.18335036,2,0.076264453,5,0.066783423,4
34020,21090,17166,14176,2381,3146,58422,0.360994146,0.293827668,0.242648317,0.040755195,0.053849577,0.360994146,1,0.067166478,0.293827668,2,0.242648317,3,0.053849577,5,0.040755195,4
34030,17461,18349,13865,2278,2884,55239,0.316099133,0.332174732,0.251000199,0.04123898,0.05220949,0.332174732,2,0.016075599,0.316099133,1,0.251000199,3,0.05220949,5,0.04123898,4
34040,64143,33994,34282,8737,11582,153477,0.417932329,0.221492471,0.223368974,0.056927097,0.075464076,0.417932329,1,0.194563355,0.223368974,3,0.221492471,2,0.075464076,5,0.056927097,4
34050,32425,22999,20957,4656,6024,87628,0.370030127,0.26246177,0.239158716,0.053133702,0.06874515,0.370030127,1,0.107568357,0.26246177,2,0.239158716,3,0.06874515,5,0.053133702,4
34060,24191,15670,17018,2847,3134,63358,0.381814451,0.247324726,0.26860065,0.044935131,0.049464945,0.381814451,1,0.113213801,0.26860065,3,0.247324726,2,0.049464945,5,0.044935131,4
34070,7861,5495,5646,1800,1188,22115,0.355460095,0.248473887,0.255301831,0.08139272,0.053719195,0.355460095,1,0.100158264,0.255301831,3,0.248473887,2,0.08139272,4,0.053719195,5
34080,32266,21723,18579,4115,6575,83966,0.384274587,0.25871186,0.221268132,0.049007932,0.078305505,0.384274587,1,0.125562728,0.25871186,2,0.221268132,3,0.078305505,5,0.049007932,4
34310,9297,8690,7934,1026,1315,28565,0.32546823,0.304218449,0.277752494,0.035918082,0.046035358,0.32546823,1,0.021249781,0.304218449,2,0.277752494,3,0.046035358,5,0.035918082,4
34330,11157,13007,9952,1482,1884,37899,0.294387715,0.343201668,0.262592681,0.039103934,0.049711074,0.343201668,2,0.048813953,0.294387715,1,0.262592681,3,0.049711074,5,0.039103934,4
34340,10676,9345,7991,1262,1307,30848,0.346084025,0.302936981,0.259044346,0.04091027,0.042369035,0.346084025,1,0.043147044,0.302936981,2,0.259044346,3,0.042369035,5,0.04091027,4
34350,4998,6635,4583,632,849,17878,0.279561472,0.371126524,0.256348585,0.03535071,0.047488533,0.371126524,2,0.091565052,0.279561472,1,0.256348585,3,0.047488533,5,0.03535071,4
34360,17784,15633,12832,2581,3152,52321,0.33990176,0.298790161,0.245255251,0.049330097,0.060243497,0.33990176,1,0.0411116,0.298790161,2,0.245255251,3,0.060243497,5,0.049330097,4
34370,11325,17775,10080,1819,2147,43453,0.260626424,0.409062665,0.231974777,0.041861321,0.049409707,0.409062665,2,0.148436241,0.260626424,1,0.231974777,3,0.049409707,5,0.041861321,4
34380,10699,11778,7893,1248,1643,33486,0.319506659,0.351729081,0.235710446,0.037269307,0.049065281,0.351729081,2,0.032222421,0.319506659,1,0.235710446,3,0.049065281,5,0.037269307,4
35011,136486,6119,44858,5660,10501,204343,0.667925987,0.02994475,0.219523057,0.027698526,0.051389086,0.667925987,1,0.44840293,0.219523057,3,0.051389086,5,0.02994475,2,0.027698526,4
35012,108420,4487,35513,4272,8973,162173,0.668545319,0.027667984,0.218982198,0.026342239,0.055329802,0.668545319,1,0.449563121,0.218982198,3,0.055329802,5,0.027667984,2,0.026342239,4
35020,98542,5672,38883,3829,7123,154633,0.637263715,0.036680398,0.251453441,0.024761855,0.046063906,0.637263715,1,0.385810273,0.251453441,3,0.046063906,5,0.036680398,2,0.024761855,4
35030,110287,5754,41617,4301,8119,170850,0.645519462,0.033678665,0.243587943,0.025174129,0.047521217,0.645519462,1,0.401931519,0.243587943,3,0.047521217,5,0.033678665,2,0.025174129,4
35040,40404,1895,18349,1107,2526,64768,0.623826581,0.029258276,0.283303483,0.017091774,0.039000741,0.623826581,1,0.340523098,0.283303483,3,0.039000741,5,0.029258276,2,0.017091774,4
35050,31868,1740,12727,849,1762,49350,0.645754813,0.035258359,0.257892604,0.017203647,0.035704154,0.645754813,1,0.387862209,0.257892604,3,0.035704154,5,0.035258359,2,0.017203647,4
35060,31146,1763,14293,911,1793,50166,0.620858749,0.035143324,0.284914085,0.01815971,0.035741339,0.620858749,1,0.335944664,0.284914085,3,0.035741339,5,0.035143324,2,0.01815971,4
35310,34539,1724,11981,1124,2606,52282,0.660628897,0.03297502,0.229161088,0.021498795,0.049845071,0.660628897,1,0.431467809,0.229161088,3,0.049845071,5,0.03297502,2,0.021498795,4
35320,9696,681,3330,268,540,14670,0.660940695,0.046421268,0.226993865,0.018268575,0.036809816,0.660940695,1,0.43394683,0.226993865,3,0.046421268,2,0.036809816,5,0.018268575,4
35330,8988,1071,3538,327,550,14601,0.615574276,0.07335114,0.24231217,0.022395726,0.037668653,0.615574276,1,0.373262105,0.24231217,3,0.07335114,2,0.037668653,5,0.022395726,4
35340,9064,621,2953,241,498,13530,0.669918699,0.045898004,0.218255728,0.017812269,0.036807095,0.669918699,1,0.451662971,0.218255728,3,0.045898004,2,0.036807095,5,0.017812269,4
35350,10534,645,4282,264,649,16590,0.63496082,0.038878843,0.258107294,0.015913201,0.039119952,0.63496082,1,0.376853526,0.258107294,3,0.039119952,5,0.038878843,2,0.015913201,4
35360,10181,557,4852,232,527,16628,0.612280491,0.033497715,0.291796969,0.013952369,0.031693529,0.612280491,1,0.320483522,0.291796969,3,0.033497715,2,0.031693529,5,0.013952369,4
35370,20364,1037,9997,527,1045,33411,0.609499865,0.031037682,0.299212834,0.015773248,0.031277124,0.609499865,1,0.310287031,0.299212834,3,0.031277124,5,0.031037682,2,0.015773248,4
35380,19207,1284,8726,516,1240,31222,0.615175197,0.041124848,0.279482416,0.016526808,0.039715585,0.615175197,1,0.335692781,0.279482416,3,0.041124848,2,0.039715585,5,0.016526808,4
36010,67745,2224,49028,2391,6304,128231,0.528304388,0.0173437,0.382341244,0.018646037,0.049161279,0.528304388,1,0.145963145,0.382341244,3,0.049161279,5,0.018646037,4,0.0173437,2
36020,105383,3761,46207,3312,6089,165741,0.635829396,0.022692032,0.278790402,0.019982986,0.036738043,0.635829396,1,0.357038995,0.278790402,3,0.036738043,5,0.022692032,2,0.019982986,4
36030,108734,3958,36318,3436,6107,159821,0.68034864,0.024765206,0.227241727,0.021499052,0.038211499,0.68034864,1,0.453106913,0.227241727,3,0.038211499,5,0.024765206,2,0.021499052,4
36040,36523,1177,18170,1072,1993,59456,0.614286195,0.019796152,0.305604144,0.01803014,0.033520587,0.614286195,1,0.308682051,0.305604144,3,0.033520587,5,0.019796152,2,0.01803014,4
36060,55236,3552,17660,2409,3588,82975,0.665694486,0.042808075,0.212835191,0.029032841,0.04324194,0.665694486,1,0.452859295,0.212835191,3,0.04324194,5,0.042808075,2,0.029032841,4
36310,16220,572,8485,401,842,26826,0.604637292,0.021322597,0.316297622,0.014948185,0.03138746,0.604637292,1,0.28833967,0.316297622,3,0.03138746,5,0.021322597,2,0.014948185,4
36320,10004,525,5879,229,574,17467,0.572737162,0.030056678,0.336577546,0.013110437,0.032861968,0.572737162,1,0.236159615,0.336577546,3,0.032861968,5,0.030056678,2,0.013110437,4
36330,10152,544,4587,191,483,16135,0.629191199,0.033715525,0.284288813,0.01183762,0.029934924,0.629191199,1,0.344902386,0.284288813,3,0.033715525,2,0.029934924,5,0.01183762,4
36350,23363,1166,14211,507,882,40936,0.570720149,0.028483486,0.347151651,0.012385187,0.021545828,0.570720149,1,0.223568497,0.347151651,3,0.028483486,2,0.021545828,5,0.012385187,4
36360,13856,612,9334,372,672,25200,0.54984127,0.024285714,0.370396825,0.014761905,0.026666667,0.54984127,1,0.179444444,0.370396825,3,0.026666667,5,0.024285714,2,0.014761905,4
36370,21527,641,12057,510,1260,36440,0.590751921,0.01759056,0.330872667,0.013995609,0.034577387,0.590751921,1,0.259879254,0.330872667,3,0.034577387,5,0.01759056,2,0.013995609,4
36380,12324,538,8609,367,735,22995,0.535942596,0.023396391,0.374385736,0.015959991,0.03196347,0.535942596,1,0.16155686,0.374385736,3,0.03196347,5,0.023396391,2,0.015959991,4
36390,10169,648,9135,345,665,21187,0.479964129,0.030584793,0.431160617,0.01628357,0.031387171,0.479964129,1,0.048803512,0.431160617,3,0.031387171,5,0.030584793,2,0.01628357,4
36400,21729,987,16401,545,1157,41221,0.527134228,0.023944106,0.397879722,0.013221416,0.028068218,0.527134228,1,0.129254506,0.397879722,3,0.028068218,5,0.023944106,2,0.013221416,4
36410,15148,659,11837,462,1338,29694,0.510136728,0.022193036,0.39863272,0.015558699,0.045059608,0.510136728,1,0.111504008,0.39863272,3,0.045059608,5,0.022193036,2,0.015558699,4
36420,23963,789,15365,661,1758,42826,0.559543268,0.018423388,0.358777378,0.015434549,0.04104983,0.559543268,1,0.20076589,0.358777378,3,0.04104983,5,0.018423388,2,0.015434549,4
36430,11067,370,6735,243,574,19171,0.577278181,0.019299984,0.351311877,0.012675395,0.029941057,0.577278181,1,0.225966303,0.351311877,3,0.029941057,5,0.019299984,2,0.012675395,4
36440,16966,682,10375,467,989,30057,0.564460858,0.022690222,0.345177496,0.015537146,0.032904149,0.564460858,1,0.219283362,0.345177496,3,0.032904149,5,0.022690222,2,0.015537146,4
36450,14028,699,8612,473,832,24878,0.563871694,0.028097114,0.346169306,0.019012782,0.033443203,0.563871694,1,0.217702388,0.346169306,3,0.033443203,5,0.028097114,2,0.019012782,4
36460,17846,627,9834,365,690,29690,0.601077804,0.021118222,0.331222634,0.012293702,0.023240148,0.601077804,1,0.26985517,0.331222634,3,0.023240148,5,0.021118222,2,0.012293702,4
36470,8593,428,8063,236,485,18034,0.476488854,0.023732949,0.447099922,0.013086392,0.026893645,0.476488854,1,0.029388932,0.447099922,3,0.026893645,5,0.023732949,2,0.013086392,4
36480,10361,529,9697,259,492,21610,0.479453957,0.024479408,0.448727441,0.011985192,0.022767237,0.479453957,1,0.030726516,0.448727441,3,0.024479408,2,0.022767237,5,0.011985192,4
37011,29504,62194,21835,12359,7417,134035,0.22012161,0.464013131,0.162905211,0.092207259,0.055336293,0.464013131,2,0.243891521,0.22012161,1,0.162905211,3,0.092207259,4,0.055336293,5
37012,32306,71980,23218,14769,7973,151015,0.213925769,0.476641393,0.153746317,0.097798232,0.05279608,0.476641393,2,0.262715624,0.213925769,1,0.153746317,3,0.097798232,4,0.05279608,5
37020,32139,75588,20632,11659,7709,148791,0.216000968,0.508014598,0.138664301,0.078358234,0.051810929,0.508014598,2,0.29201363,0.216000968,1,0.138664301,3,0.078358234,4,0.051810929,5
37030,18512,41333,11005,5109,4523,81108,0.228238891,0.509604478,0.135683286,0.062990087,0.055765153,0.509604478,2,0.281365587,0.228238891,1,0.135683286,3,0.062990087,4,0.055765153,5
37040,19398,50235,13579,7825,4190,95972,0.202121452,0.523433918,0.141489184,0.081534197,0.043658567,0.523433918,2,0.321312466,0.202121452,1,0.141489184,3,0.081534197,4,0.043658567,5
37050,53940,92910,36117,22058,13739,219919,0.245272123,0.422473729,0.164228648,0.100300565,0.062473001,0.422473729,2,0.177201606,0.245272123,1,0.164228648,3,0.100300565,4,0.062473001,5
37060,12863,32954,9273,5601,2576,63730,0.20183587,0.517087714,0.145504472,0.087886396,0.040420524,0.517087714,2,0.315251844,0.20183587,1,0.145504472,3,0.087886396,4,0.040420524,5
37070,9959,32932,7882,4537,2047,57962,0.171819468,0.56816535,0.135985646,0.078275422,0.035316242,0.56816535,2,0.396345882,0.171819468,1,0.135985646,3,0.078275422,4,0.035316242,5
37080,10005,35941,8162,3248,2029,60048,0.166616707,0.598537836,0.135924594,0.054090061,0.033789635,0.598537836,2,0.43192113,0.166616707,1,0.135924594,3,0.054090061,4,0.033789635,5
37090,6924,26315,5927,2419,1542,43553,0.158978716,0.604206369,0.136087066,0.055541524,0.035405139,0.604206369,2,0.445227654,0.158978716,1,0.136087066,3,0.055541524,4,0.035405139,5
37100,29857,67020,21556,15478,7186,142000,0.210260563,0.471971831,0.151802817,0.109,0.050605634,0.471971831,2,0.261711268,0.210260563,1,0.151802817,3,0.109,4,0.050605634,5
37310,1593,10460,1531,716,298,14754,0.10797072,0.708960282,0.10376847,0.048529212,0.020197912,0.708960282,2,0.600989562,0.10797072,1,0.10376847,3,0.048529212,4,0.020197912,5
37320,4128,22319,4101,1663,705,33344,0.123800384,0.669355806,0.122990643,0.04987404,0.021143234,0.669355806,2,0.545555422,0.123800384,1,0.122990643,3,0.04987404,4,0.021143234,5
37330,2509,9910,1996,894,434,15964,0.157166124,0.620771736,0.12503132,0.056001002,0.027186169,0.620771736,2,0.463605613,0.157166124,1,0.12503132,3,0.056001002,4,0.027186169,5
37340,1790,6146,1470,529,333,10518,0.170184446,0.584331622,0.139760411,0.050294733,0.031660011,0.584331622,2,0.414147176,0.170184446,1,0.139760411,3,0.050294733,4,0.031660011,5
37350,2964,15277,2706,1188,572,22938,0.129217892,0.66601273,0.11797018,0.051791787,0.024936786,0.66601273,2,0.536794838,0.129217892,1,0.11797018,3,0.051791787,4,0.024936786,5
37360,4123,16126,2982,1711,695,26001,0.158570824,0.620206915,0.114687897,0.065805161,0.026729741,0.620206915,2,0.461636091,0.158570824,1,0.114687897,3,0.065805161,4,0.026729741,5
37370,2944,11983,2123,1162,643,19070,0.154378605,0.628369166,0.111326691,0.060933403,0.033717881,0.628369166,2,0.473990561,0.154378605,1,0.111326691,3,0.060933403,4,0.033717881,5
37380,4234,15175,2978,1554,1390,25613,0.16530668,0.592472573,0.116269082,0.060672315,0.054269316,0.592472573,2,0.427165892,0.16530668,1,0.116269082,3,0.060672315,4,0.054269316,5
37390,14095,29032,9818,5902,3574,62809,0.224410514,0.462226751,0.156315178,0.093967425,0.056902673,0.462226751,2,0.237816237,0.224410514,1,0.156315178,3,0.093967425,4,0.056902673,5
37400,4042,17635,3813,1431,739,28056,0.144069005,0.6285643,0.135906758,0.051005133,0.026340177,0.6285643,2,0.484495295,0.144069005,1,0.135906758,3,0.051005133,4,0.026340177,5
37410,3305,11726,2905,1139,723,20079,0.164599831,0.583993227,0.14467852,0.056725933,0.036007769,0.583993227,2,0.419393396,0.164599831,1,0.14467852,3,0.056725933,4,0.036007769,5
37420,5684,15959,3844,1790,1113,28683,0.198166161,0.556392288,0.134016665,0.062406303,0.038803472,0.556392288,2,0.358226127,0.198166161,1,0.134016665,3,0.062406303,4,0.038803472,5
37430,986,3017,739,351,162,5291,0.186354186,0.57021357,0.13967114,0.066339066,0.030618031,0.57021357,2,0.383859384,0.186354186,1,0.13967114,3,0.066339066,4,0.030618031,5
38030,64933,88971,23381,12771,9623,200816,0.323345749,0.443047367,0.116429966,0.06359553,0.047919488,0.443047367,2,0.119701617,0.323345749,1,0.116429966,3,0.06359553,4,0.047919488,5
38050,21975,34406,9477,4497,3386,74247,0.295971554,0.463399195,0.127641521,0.060568104,0.045604536,0.463399195,2,0.16742764,0.295971554,1,0.127641521,3,0.060568104,4,0.045604536,5
38060,18841,30417,7088,3357,2629,62749,0.300259765,0.484740793,0.112957975,0.053498861,0.041897082,0.484740793,2,0.184481028,0.300259765,1,0.112957975,3,0.053498861,4,0.041897082,5
38070,132713,77010,39978,19113,15014,284941,0.465756069,0.270266476,0.140302729,0.067077044,0.05269161,0.465756069,1,0.195489593,0.270266476,2,0.140302729,3,0.067077044,4,0.05269161,5
38080,17621,30242,7820,3740,2335,62194,0.28332315,0.486252693,0.125735602,0.060134418,0.037543815,0.486252693,2,0.202929543,0.28332315,1,0.125735602,3,0.060134418,4,0.037543815,5
38090,60159,35978,17743,9335,8820,132676,0.4534279,0.271171877,0.133731798,0.070359372,0.066477735,0.4534279,1,0.182256022,0.271171877,2,0.133731798,3,0.070359372,4,0.066477735,5
38100,74122,54838,27656,12234,9196,178859,0.414415825,0.306599053,0.154624593,0.068400248,0.051414802,0.414415825,1,0.107816772,0.306599053,2,0.154624593,3,0.068400248,4,0.051414802,5
38111,51965,52138,19488,10115,8104,142500,0.364666667,0.365880702,0.136757895,0.070982456,0.056870175,0.365880702,2,0.001214035,0.364666667,1,0.136757895,3,0.070982456,4,0.056870175,5
38112,55279,38373,19571,10491,9221,133429,0.414295243,0.287591153,0.146677259,0.078626086,0.069107915,0.414295243,1,0.12670409,0.287591153,2,0.146677259,3,0.078626086,4,0.069107915,5
38113,30513,51049,12697,6347,4846,105899,0.288133032,0.482053655,0.119897261,0.059934466,0.045760583,0.482053655,2,0.193920622,0.288133032,1,0.119897261,3,0.059934466,4,0.045760583,5
38114,39155,52541,15353,7787,5956,121323,0.32273353,0.433067102,0.126546492,0.064184038,0.049092093,0.433067102,2,0.110333572,0.32273353,1,0.126546492,3,0.064184038,4,0.049092093,5
38115,36057,37066,15159,7346,5283,101368,0.35570397,0.365657801,0.149544235,0.072468629,0.052117039,0.365657801,2,0.009953832,0.35570397,1,0.149544235,3,0.072468629,4,0.052117039,5
38310,4019,9222,1582,612,513,16224,0.247719428,0.56841716,0.097509862,0.037721893,0.031619822,0.56841716,2,0.320697732,0.247719428,1,0.097509862,3,0.037721893,4,0.031619822,5
38320,11190,18018,4456,1915,1552,37411,0.299109887,0.481623052,0.119109353,0.051188153,0.041485125,0.481623052,2,0.182513165,0.299109887,1,0.119109353,3,0.051188153,4,0.041485125,5
38330,8206,22528,3160,1527,1064,36821,0.222861954,0.611824774,0.085820592,0.0414709,0.028896554,0.611824774,2,0.38896282,0.222861954,1,0.085820592,3,0.0414709,4,0.028896554,5
38340,8102,15581,3419,1422,1144,29931,0.270689252,0.520563964,0.114229394,0.047509271,0.038221242,0.520563964,2,0.249874712,0.270689252,1,0.114229394,3,0.047509271,4,0.038221242,5
38350,7364,13311,3388,1328,970,26633,0.27649908,0.499793489,0.127210603,0.049862952,0.036420981,0.499793489,2,0.223294409,0.27649908,1,0.127210603,3,0.049862952,4,0.036420981,5
38360,8841,13306,3372,1343,1070,28328,0.312094041,0.469711946,0.119034171,0.047408924,0.037771816,0.469711946,2,0.157617905,0.312094041,1,0.119034171,3,0.047408924,4,0.037771816,5
38370,5117,11381,2264,901,684,20619,0.248169164,0.551966633,0.109801639,0.043697561,0.033173287,0.551966633,2,0.303797468,0.248169164,1,0.109801639,3,0.043697561,4,0.033173287,5
38380,6145,12168,2766,1088,822,23283,0.26392647,0.522613065,0.118799124,0.046729373,0.035304729,0.522613065,2,0.258686595,0.26392647,1,0.118799124,3,0.046729373,4,0.035304729,5
38390,9482,18979,4219,2039,1526,36615,0.258964905,0.518339478,0.115226,0.05568756,0.041676908,0.518339478,2,0.259374573,0.258964905,1,0.115226,3,0.05568756,4,0.041676908,5
38400,5604,18045,2452,924,746,28142,0.199132969,0.641212423,0.087129557,0.032833487,0.026508422,0.641212423,2,0.442079454,0.199132969,1,0.087129557,3,0.032833487,4,0.026508422,5
39010,113266,45233,50848,14612,20791,246157,0.460137229,0.183756708,0.206567353,0.059360489,0.084462355,0.460137229,1,0.253569876,0.206567353,3,0.183756708,2,0.084462355,5,0.059360489,4
39020,37031,18238,19259,4767,6572,86679,0.427219973,0.210408519,0.222187612,0.05499602,0.075819979,0.427219973,1,0.205032361,0.222187612,3,0.210408519,2,0.075819979,5,0.05499602,4
